dt,sigma,replicate,model,output,feature,coefficient,true_coefficient
0.025,0.05,5,affine,dx,y,-1.99668348444,-2
0.025,0.05,5,affine,dx,x2,0,0
0.025,0.05,5,affine,dx,xy,0,0
0.025,0.05,5,affine,dx,y2,0,0
0.025,0.05,5,affine,dx,x3,0,-1
0.025,0.05,5,affine,dx,x2y,0,0
0.025,0.05,5,affine,dx,xy2,0,-1
0.025,0.05,5,affine,dx,y3,0,0
0.025,0.05,5,affine,dy,1,0.0184370843918,0
0.025,0.05,5,affine,dy,x,2.00311993948,2
0.025,0.05,5,affine,dy,y,0.0133417117054,1
0.025,0.05,5,affine,dy,x2,0,0
0.025,0.05,5,affine,dy,xy,0,0
0.025,0.05,5,affine,dy,y2,0,0
0.025,0.05,5,affine,dy,x3,0,0
0.025,0.05,5,affine,dy,x2y,0,-1
0.025,0.05,5,affine,dy,xy2,0,0
0.025,0.05,5,affine,dy,y3,0,-1
0.025,0.05,5,permuted,dx,1,-0.139554966641,0
0.025,0.05,5,permuted,dx,x,0.0792308789276,1
0.025,0.05,5,permuted,dx,y,0.227747187014,-2
0.025,0.05,5,permuted,dx,x2,0.0514239596134,0
0.025,0.05,5,permuted,dx,xy,0.0968423648993,0
0.025,0.05,5,permuted,dx,y2,0.0367678137628,0
0.025,0.05,5,permuted,dx,x3,-0.0755546963667,-1
0.025,0.05,5,permuted,dx,x2y,-0.293920890144,0
0.025,0.05,5,permuted,dx,xy2,-0.221083721515,-1
0.025,0.05,5,permuted,dx,y3,-0.183815027179,0
0.025,0.05,5,permuted,dy,1,0.0314662143912,0
0.025,0.05,5,permuted,dy,x,-0.157884556995,2
0.025,0.05,5,permuted,dy,y,0.0769436261381,1
0.025,0.05,5,permuted,dy,x2,0.00954470919643,0
0.025,0.05,5,permuted,dy,xy,0.0194371934941,0
0.025,0.05,5,permuted,dy,y2,-0.0107229664306,0
0.025,0.05,5,permuted,dy,x3,0.160482445158,0
0.025,0.05,5,permuted,dy,x2y,-0.0430327982361,-1
0.025,0.05,5,permuted,dy,xy2,0.179543151148,0
0.025,0.05,5,permuted,dy,y3,-0.0486751346515,-1
0.025,0.05,6,cubic,dx,1,-0.0287562705505,0
0.025,0.05,6,cubic,dx,x,0.956321926154,1
0.025,0.05,6,cubic,dx,y,-1.9761771941,-2
0.025,0.05,6,cubic,dx,x2,0.0270098439047,0
0.025,0.05,6,cubic,dx,xy,0.00983426774101,0
0.025,0.05,6,cubic,dx,y2,0.0321388818132,0
0.025,0.05,6,cubic,dx,x3,-0.966068058033,-1
0.025,0.05,6,cubic,dx,x2y,-0.0819109187918,0
0.025,0.05,6,cubic,dx,xy2,-0.922250927115,-1
0.025,0.05,6,cubic,dx,y3,0.00329276536066,0
0.025,0.05,6,cubic,dy,1,0.00114678878682,0
0.025,0.05,6,cubic,dy,x,2.03421588632,2
0.025,0.05,6,cubic,dy,y,1.0021602575,1
0.025,0.05,6,cubic,dy,x2,-0.00735382107939,0
0.025,0.05,6,cubic,dy,xy,-0.00254669473436,0
0.025,0.05,6,cubic,dy,y2,0.0012354326937,0
0.025,0.05,6,cubic,dy,x3,-0.04401351494,0
0.025,0.05,6,cubic,dy,x2y,-0.973239366397,-1
0.025,0.05,6,cubic,dy,xy2,0.0201042990375,0
0.025,0.05,6,cubic,dy,y3,-1.01814138022,-1
0.025,0.05,6,affine,dx,1,0.00410467209377,0
0.025,0.05,6,affine,dx,x,0.0188884142486,1
0.025,0.05,6,affine,dx,y,-1.99343088995,-2
0.025,0.05,6,affine,dx,x2,0,0
0.025,0.05,6,affine,dx,xy,0,0
0.025,0.05,6,affine,dx,y2,0,0
0.025,0.05,6,affine,dx,x3,0,-1
0.025,0.05,6,affine,dx,x2y,0,0
0.025,0.05,6,affine,dx,xy2,0,-1
0.025,0.05,6,affine,dx,y3,0,0
0.025,0.05,6,affine,dy,1,0.0169589305324,0
0.025,0.05,6,affine,dy,x,2.0083158189,2
0.025,0.05,6,affine,dy,y,0.0129580426686,1
0.025,0.05,6,affine,dy,x2,0,0
0.025,0.05,6,affine,dy,xy,0,0
0.025,0.05,6,affine,dy,y2,0,0
0.025,0.05,6,affine,dy,x3,0,0
0.025,0.05,6,affine,dy,x2y,0,-1
0.025,0.05,6,affine,dy,xy2,0,0
0.025,0.05,6,affine,dy,y3,0,-1
0.025,0.05,6,permuted,dx,1,-0.201485525987,0
0.025,0.05,6,permuted,dx,x,-0.0198827260306,1
0.025,0.05,6,permuted,dx,y,-0.0271592911277,-2
0.025,0.05,6,permuted,dx,x2,0.109004393143,0
0.025,0.05,6,permuted,dx,xy,0.0421831667841,0
0.025,0.05,6,permuted,dx,y2,0.130000337598,0
0.025,0.05,6,permuted,dx,x3,0.0696723864702,-1
0.025,0.05,6,permuted,dx,x2y,0.0904166796708,0
0.025,0.05,6,permuted,dx,xy2,0.0122054427971,-1
0.025,0.05,6,permuted,dx,y3,-0.0268080417027,0
0.025,0.05,6,permuted,dy,1,0.0400368973022,0
0.025,0.05,6,permuted,dy,x,-0.229460248088,2
0.025,0.05,6,permuted,dy,y,-0.12214795347,1
0.025,0.05,6,permuted,dy,x2,0.0116736168811,0
0.025,0.05,6,permuted,dy,xy,0.13298106933,0
0.025,0.05,6,permuted,dy,y2,-0.0243184233278,0
0.025,0.05,6,permuted,dy,x3,0.217352382801,0
0.025,0.05,6,permuted,dy,x2y,0.174366231442,-1
0.025,0.05,6,permuted,dy,xy2,0.333022372287,0
0.025,0.05,6,permuted,dy,y3,0.157203957482,-1
0.025,0.05,7,cubic,dx,1,-0.0116706505408,0
0.025,0.05,7,cubic,dx,x,1.02477431786,1
0.025,0.05,7,cubic,dx,y,-2.03806315738,-2
0.025,0.05,7,cubic,dx,x2,0.0156867053786,0
0.025,0.05,7,cubic,dx,xy,-0.0202630453511,0
0.025,0.05,7,cubic,dx,y2,0.00326093474976,0
0.025,0.05,7,cubic,dx,x3,-1.01451745304,-1
0.025,0.05,7,cubic,dx,x2y,0.083765286009,0
0.025,0.05,7,cubic,dx,xy2,-1.03618036192,-1
0.025,0.05,7,cubic,dx,y3,0.0368620298647,0
0.025,0.05,7,cubic,dy,1,-0.000962120580544,0
0.025,0.05,7,cubic,dy,x,2.0046282318,2
0.025,0.05,7,cubic,dy,y,0.958098932134,1
0.025,0.05,7,cubic,dy,x2,-0.00341251778995,0
0.025,0.05,7,cubic,dy,xy,-0.010102867846,0
0.025,0.05,7,cubic,dy,y2,0.0151165037475,0
0.025,0.05,7,cubic,dy,x3,-0.00814180208733,0
0.025,0.05,7,cubic,dy,x2y,-0.926351640766,-1
0.025,0.05,7,cubic,dy,xy2,-0.00303882751663,0
0.025,0.05,7,cubic,dy,y3,-0.970762810261,-1
0.025,0.05,7,affine,dx,1,0.000872926939134,0
0.025,0.05,7,affine,dx,x,0.0252167691318,1
0.025,0.05,7,affine,dx,y,-1.99232698647,-2
0.025,0.05,7,affine,dx,x2,0,0
0.025,0.05,7,affine,dx,xy,0,0
0.025,0.05,7,affine,dx,y2,0,0
0.025,0.05,7,affine,dx,x3,0,-1
0.025,0.05,7,affine,dx,x2y,0,0
0.025,0.05,7,affine,dx,xy2,0,-1
0.025,0.05,7,affine,dx,y3,0,0
0.025,0.05,7,affine,dy,1,0.0230630936049,0
0.025,0.05,7,affine,dy,x,1.99657800413,2
0.025,0.05,7,affine,dy,y,0.0121231964761,1
0.025,0.05,7,affine,dy,x2,0,0
0.025,0.05,7,affine,dy,xy,0,0
0.025,0.05,7,affine,dy,y2,0,0
0.025,0.05,7,affine,dy,x3,0,0
0.025,0.05,7,affine,dy,x2y,0,-1
0.025,0.05,7,affine,dy,xy2,0,0
0.025,0.05,7,affine,dy,y3,0,-1
0.025,0.05,7,permuted,dx,1,-0.0305742682485,0
0.025,0.05,7,permuted,dx,x,0.0710169934339,1
0.025,0.05,7,permuted,dx,y,-0.0407591747326,-2
0.025,0.05,7,permuted,dx,x2,-0.104965601977,0
0.025,0.05,7,permuted,dx,xy,-0.0880449159497,0
0.025,0.05,7,permuted,dx,y2,-0.0357501110642,0
0.025,0.05,7,permuted,dx,x3,-0.12287469077,-1
0.025,0.05,7,permuted,dx,x2y,-0.0433821862749,0
0.025,0.05,7,permuted,dx,xy2,0.0933655781096,-1
0.025,0.05,7,permuted,dx,y3,0.0902710493181,0
0.025,0.05,7,permuted,dy,1,0.0636025855155,0
0.025,0.05,7,permuted,dy,x,0.224679221759,2
0.025,0.05,7,permuted,dy,y,0.0728969061095,1
0.025,0.05,7,permuted,dy,x2,-0.0823450076969,0
0.025,0.05,7,permuted,dy,xy,0.0891117698057,0
0.025,0.05,7,permuted,dy,y2,0.0105401256427,0
0.025,0.05,7,permuted,dy,x3,-0.207961995949,0
0.025,0.05,7,permuted,dy,x2y,-0.0227848112322,-1
0.025,0.05,7,permuted,dy,xy2,-0.25273755183,0
0.025,0.05,7,permuted,dy,y3,-0.00708379692924,-1
0.025,0.05,8,cubic,dx,1,-0.00409667406365,0
0.025,0.05,8,cubic,dx,x,0.947080884242,1
0.025,0.05,8,cubic,dx,y,-2.01218021186,-2
0.025,0.05,8,cubic,dx,x2,-0.000369033695399,0
0.025,0.05,8,cubic,dx,xy,0.00132472733579,0
0.025,0.05,8,cubic,dx,y2,0.0104663806033,0
0.025,0.05,8,cubic,dx,x3,-0.929033402311,-1
0.025,0.05,8,cubic,dx,x2y,0.00707143942726,0
0.025,0.05,8,cubic,dx,xy2,-0.98755283942,-1
0.025,0.05,8,cubic,dx,y3,0.0159888728701,0
0.025,0.05,8,cubic,dy,1,0.0202856783732,0
0.025,0.05,8,cubic,dy,x,2.03603956733,2
0.025,0.05,8,cubic,dy,y,0.93505847735,1
0.025,0.05,8,cubic,dy,x2,-0.0253622836242,0
0.025,0.05,8,cubic,dy,xy,0.00655392288689,0
0.025,0.05,8,cubic,dy,y2,-0.0156727661591,0
0.025,0.05,8,cubic,dy,x3,-0.031449764502,0
0.025,0.05,8,cubic,dy,x2y,-0.961902365712,-1
0.025,0.05,8,cubic,dy,xy2,-0.0353593051312,0
0.025,0.05,8,cubic,dy,y3,-0.928861675349,-1
0.025,0.05,8,affine,dx,1,0.00536522650254,0
0.025,0.05,8,affine,dx,x,0.0175756015585,1
0.025,0.05,8,affine,dx,y,-1.99851795884,-2
0.025,0.05,8,affine,dx,x2,0,0
0.025,0.05,8,affine,dx,xy,0,0
0.025,0.05,8,affine,dx,y2,0,0
0.025,0.05,8,affine,dx,x3,0,-1
0.025,0.05,8,affine,dx,x2y,0,0
0.025,0.05,8,affine,dx,xy2,0,-1
0.025,0.05,8,affine,dx,y3,0,0
0.025,0.05,8,affine,dy,1,0.0213999774352,0
0.025,0.05,8,affine,dy,x,2.00413102599,2
0.025,0.05,8,affine,dy,y,0.0151106188502,1
0.025,0.05,8,affine,dy,x2,0,0
0.025,0.05,8,affine,dy,xy,0,0
0.025,0.05,8,affine,dy,y2,0,0
0.025,0.05,8,affine,dy,x3,0,0
0.025,0.05,8,affine,dy,x2y,0,-1
0.025,0.05,8,affine,dy,xy2,0,0
0.025,0.05,8,affine,dy,y3,0,-1
0.025,0.05,8,permuted,dx,1,-0.139663062109,0
0.025,0.05,8,permuted,dx,x,-0.1585694706,1
0.025,0.05,8,permuted,dx,y,0.128593234368,-2
0.025,0.05,8,permuted,dx,x2,0.0880993434373,0
0.025,0.05,8,permuted,dx,xy,0.0209337218992,0
0.025,0.05,8,permuted,dx,y2,0.00633206723333,0
0.025,0.05,8,permuted,dx,x3,0.187881124744,-1
0.025,0.05,8,permuted,dx,x2y,-0.101738324637,0
0.025,0.05,8,permuted,dx,xy2,0.0811459743284,-1
0.025,0.05,8,permuted,dx,y3,-0.0598983398142,0
0.025,0.05,8,permuted,dy,1,0.0191357180679,0
0.025,0.05,8,permuted,dy,x,-0.126809126171,2
0.025,0.05,8,permuted,dy,y,0.240280056445,1
0.025,0.05,8,permuted,dy,x2,-0.0236377621878,0
0.025,0.05,8,permuted,dy,xy,0.0586742252241,0
0.025,0.05,8,permuted,dy,y2,0.051394794935,0
0.025,0.05,8,permuted,dy,x3,0.0286180609114,0
0.025,0.05,8,permuted,dy,x2y,-0.291628189519,-1
0.025,0.05,8,permuted,dy,xy2,0.151694485368,0
0.025,0.05,8,permuted,dy,y3,-0.262983872734,-1
0.025,0.05,9,cubic,dx,1,0.00629611296142,0
0.025,0.05,9,cubic,dx,x,0.950318728428,1
0.025,0.05,9,cubic,dx,y,-2.010792479,-2
0.025,0.05,9,cubic,dx,x2,0.00201594437034,0
0.025,0.05,9,cubic,dx,xy,0.0140022508429,0
0.025,0.05,9,cubic,dx,y2,-0.00125562260627,0
0.025,0.05,9,cubic,dx,x3,-0.944425860477,-1
0.025,0.05,9,cubic,dx,x2y,0.00671595488055,0
0.025,0.05,9,cubic,dx,xy2,-0.985158854209,-1
0.025,0.05,9,cubic,dx,y3,0.0186453798577,0
0.025,0.05,9,cubic,dy,1,0.00598519428358,0
0.025,0.05,9,cubic,dy,x,2.07378884322,2
0.025,0.05,9,cubic,dy,y,0.997906413399,1
0.025,0.05,9,cubic,dy,x2,-0.0145516888308,0
0.025,0.05,9,cubic,dy,xy,0.00384642514366,0
0.025,0.05,9,cubic,dy,y2,0.000841017000098,0
0.025,0.05,9,cubic,dy,x3,-0.0743901917381,0
0.025,0.05,9,cubic,dy,x2y,-1.02282881118,-1
0.025,0.05,9,cubic,dy,xy2,-0.0676581143636,0
0.025,0.05,9,cubic,dy,y3,-0.984074825005,-1
0.025,0.05,9,affine,dx,1,0.00973998195373,0
0.025,0.05,9,affine,dx,x,0.0144517519011,1
0.025,0.05,9,affine,dx,y,-1.99328856024,-2
0.025,0.05,9,affine,dx,x2,0,0
0.025,0.05,9,affine,dx,xy,0,0
0.025,0.05,9,affine,dx,y2,0,0
0.025,0.05,9,affine,dx,x3,0,-1
0.025,0.05,9,affine,dx,x2y,0,0
0.025,0.05,9,affine,dx,xy2,0,-1
0.025,0.05,9,affine,dx,y3,0,0
0.025,0.05,9,affine,dy,1,0.0180691452515,0
0.025,0.05,9,affine,dy,x,2.00452109545,2
0.025,0.05,9,affine,dy,y,0.0201246216584,1
0.025,0.05,9,affine,dy,x2,0,0
0.025,0.05,9,affine,dy,xy,0,0
0.025,0.05,9,affine,dy,y2,0,0
0.025,0.05,9,affine,dy,x3,0,0
0.025,0.05,9,affine,dy,x2y,0,-1
0.025,0.05,9,affine,dy,xy2,0,0
0.025,0.05,9,affine,dy,y3,0,-1
0.025,0.05,9,permuted,dx,1,-0.0539067092396,0
0.025,0.05,9,permuted,dx,x,-0.115319507471,1
0.025,0.05,9,permuted,dx,y,-0.0505066485751,-2
0.025,0.05,9,permuted,dx,x2,0.000658342948776,0
0.025,0.05,9,permuted,dx,xy,-0.00615175629775,0
0.025,0.05,9,permuted,dx,y2,-0.0723040891195,0
0.025,0.05,9,permuted,dx,x3,0.0554741308567,-1
0.025,0.05,9,permuted,dx,x2y,0.0570838920623,0
0.025,0.05,9,permuted,dx,xy2,0.062128051446,-1
0.025,0.05,9,permuted,dx,y3,-0.00250382811951,0
0.025,0.05,9,permuted,dy,1,0.0997827473305,0
0.025,0.05,9,permuted,dy,x,-0.159756007492,2
0.025,0.05,9,permuted,dy,y,-0.309103679488,1
0.025,0.05,9,permuted,dy,x2,-0.111313354567,0
0.025,0.05,9,permuted,dy,xy,0.0244343115494,0
0.025,0.05,9,permuted,dy,y2,-0.0187057405902,0
0.025,0.05,9,permuted,dy,x3,0.177837404283,0
0.025,0.05,9,permuted,dy,x2y,0.22210187817,-1
0.025,0.05,9,permuted,dy,xy2,0.310044412967,0
0.025,0.05,9,permuted,dy,y3,0.360526701276,-1
0.05,0,0,cubic,dx,1,0.000187067442042,0
0.05,0,0,cubic,dx,x,0.994459256447,1
0.05,0,0,cubic,dx,y,-1.99689734236,-2
0.05,0,0,cubic,dx,x2,-0.00025437646478,0
0.05,0,0,cubic,dx,xy,0.00022928708031,0
0.05,0,0,cubic,dx,y2,-0.000293900639577,0
0.05,0,0,cubic,dx,x3,-0.994874303943,-1
0.05,0,0,cubic,dx,x2y,-0.00302393618126,0
0.05,0,0,cubic,dx,xy2,-0.995070513691,-1
0.05,0,0,cubic,dx,y3,-0.00298990757366,0
0.05,0,0,cubic,dy,1,0.000822145872524,0
0.05,0,0,cubic,dy,x,1.99557883595,2
0.05,0,0,cubic,dy,y,0.994937123962,1
0.05,0,0,cubic,dy,x2,-0.000757491046574,0
0.05,0,0,cubic,dy,xy,0.000340976968294,0
0.05,0,0,cubic,dy,y2,-0.000766350184978,0
0.05,0,0,cubic,dy,x3,0.00444090375881,0
0.05,0,0,cubic,dy,x2y,-0.995559997288,-1
0.05,0,0,cubic,dy,xy2,0.00422494153714,0
0.05,0,0,cubic,dy,y3,-0.995347036807,-1
0.05,0,0,affine,dx,1,0.0048652475143,0
0.05,0,0,affine,dx,x,0.0173835720881,1
0.05,0,0,affine,dx,y,-1.99877680272,-2
0.05,0,0,affine,dx,x2,0,0
0.05,0,0,affine,dx,xy,0,0
0.05,0,0,affine,dx,y2,0,0
0.05,0,0,affine,dx,x3,0,-1
0.05,0,0,affine,dx,x2y,0,0
0.05,0,0,affine,dx,xy2,0,-1
0.05,0,0,affine,dx,y3,0,0
0.05,0,0,affine,dy,1,0.0200189685754,0
0.05,0,0,affine,dy,x,2.00123577445,2
0.05,0,0,affine,dy,y,0.0151979699223,1
0.05,0,0,affine,dy,x2,0,0
0.05,0,0,affine,dy,xy,0,0
0.05,0,0,affine,dy,y2,0,0
0.05,0,0,affine,dy,x3,0,0
0.05,0,0,affine,dy,x2y,0,-1
0.05,0,0,affine,dy,xy2,0,0
0.05,0,0,affine,dy,y3,0,-1
0.05,0,0,permuted,dx,1,-0.110176010966,0
0.05,0,0,permuted,dx,x,0.0188891486919,1
0.05,0,0,permuted,dx,y,-0.000194475325318,-2
0.05,0,0,permuted,dx,x2,-0.0039887031852,0
0.05,0,0,permuted,dx,xy,-0.0742798547033,0
0.05,0,0,permuted,dx,y2,0.0481444732628,0
0.05,0,0,permuted,dx,x3,-0.0596396657071,-1
0.05,0,0,permuted,dx,x2y,-0.117038886282,0
0.05,0,0,permuted,dx,xy2,0.0531471398292,-1
0.05,0,0,permuted,dx,y3,-0.0178455426205,0
0.05,0,0,permuted,dy,1,0.072875527779,0
0.05,0,0,permuted,dy,x,0.0135255190703,2
0.05,0,0,permuted,dy,y,-0.514066170038,1
0.05,0,0,permuted,dy,x2,0.0252590920013,0
0.05,0,0,permuted,dy,xy,0.0284586515771,0
0.05,0,0,permuted,dy,y2,-0.0840838099842,0
0.05,0,0,permuted,dy,x3,-0.121549028373,0
0.05,0,0,permuted,dy,x2y,0.597100034231,-1
0.05,0,0,permuted,dy,xy2,0.177028775901,0
0.05,0,0,permuted,dy,y3,0.445030690241,-1
0.05,0.02,0,cubic,dx,1,-0.00375456000806,0
0.05,0.02,0,cubic,dx,x,0.985905020865,1
0.05,0.02,0,cubic,dx,y,-1.98449063793,-2
0.05,0.02,0,cubic,dx,x2,-0.0020221236624,0
0.05,0.02,0,cubic,dx,xy,-0.00115491887835,0
0.05,0.02,0,cubic,dx,y2,0.0108472466073,0
0.05,0.02,0,cubic,dx,x3,-0.986281933567,-1
0.05,0.02,0,cubic,dx,x2y,-0.0462010810029,0
0.05,0.02,0,cubic,dx,xy2,-0.988448104265,-1
0.05,0.02,0,cubic,dx,y3,-0.00867281275527,0
0.05,0.02,0,cubic,dy,1,-0.000865797609113,0
0.05,0.02,0,cubic,dy,x,2.00011112869,2
0.05,0.02,0,cubic,dy,y,0.975469420636,1
0.05,0.02,0,cubic,dy,x2,0.00310356826197,0
0.05,0.02,0,cubic,dy,xy,0.0188797293614,0
0.05,0.02,0,cubic,dy,y2,0.000706606399577,0
0.05,0.02,0,cubic,dy,x3,-0.00107703186155,0
0.05,0.02,0,cubic,dy,x2y,-0.962311689283,-1
0.05,0.02,0,cubic,dy,xy2,0.0045080669886,0
0.05,0.02,0,cubic,dy,y3,-0.977584034323,-1
0.05,0.02,0,affine,dx,1,0.00551750059105,0
0.05,0.02,0,affine,dx,x,0.0149858835128,1
0.05,0.02,0,affine,dx,y,-2.00092053079,-2
0.05,0.02,0,affine,dx,x2,0,0
0.05,0.02,0,affine,dx,xy,0,0
0.05,0.02,0,affine,dx,y2,0,0
0.05,0.02,0,affine,dx,x3,0,-1
0.05,0.02,0,affine,dx,x2y,0,0
0.05,0.02,0,affine,dx,xy2,0,-1
0.05,0.02,0,affine,dx,y3,0,0
0.05,0.02,0,affine,dy,1,0.0206922463401,0
0.05,0.02,0,affine,dy,x,2.00184823392,2
0.05,0.02,0,affine,dy,y,0.0171188273094,1
0.05,0.02,0,affine,dy,x2,0,0
0.05,0.02,0,affine,dy,xy,0,0
0.05,0.02,0,affine,dy,y2,0,0
0.05,0.02,0,affine,dy,x3,0,0
0.05,0.02,0,affine,dy,x2y,0,-1
0.05,0.02,0,affine,dy,xy2,0,0
0.05,0.02,0,affine,dy,y3,0,-1
0.05,0.02,0,permuted,dx,1,-0.245358200658,0
0.05,0.02,0,permuted,dx,x,-0.0745908149835,1
0.05,0.02,0,permuted,dx,y,-0.177182457705,-2
0.05,0.02,0,permuted,dx,x2,0.183657781815,0
0.05,0.02,0,permuted,dx,xy,0.113273154771,0
0.05,0.02,0,permuted,dx,y2,0.162447827944,0
0.05,0.02,0,permuted,dx,x3,0.0321024636049,-1
0.05,0.02,0,permuted,dx,x2y,0.278056107972,0
0.05,0.02,0,permuted,dx,xy2,0.049897914191,-1
0.05,0.02,0,permuted,dx,y3,0.175014993268,0
0.05,0.02,0,permuted,dy,1,0.094577990568,0
0.05,0.02,0,permuted,dy,x,0.188762604564,2
0.05,0.02,0,permuted,dy,y,-0.102862227463,1
0.05,0.02,0,permuted,dy,x2,-0.0769473784984,0
0.05,0.02,0,permuted,dy,xy,-0.0342290735689,0
0.05,0.02,0,permuted,dy,y2,-0.0468465819779,0
0.05,0.02,0,permuted,dy,x3,-0.18666529005,0
0.05,0.02,0,permuted,dy,x2y,0.197014073568,-1
0.05,0.02,0,permuted,dy,xy2,-0.165018970081,0
0.05,0.02,0,permuted,dy,y3,0.0266571277831,-1
0.05,0.02,1,cubic,dx,1,-0.00177023263824,0
0.05,0.02,1,cubic,dx,x,1.01405111495,1
0.05,0.02,1,cubic,dx,y,-2.00790214063,-2
0.05,0.02,1,cubic,dx,x2,0.000276421200854,0
0.05,0.02,1,cubic,dx,xy,-0.00463104036854,0
0.05,0.02,1,cubic,dx,y2,0.00344298931087,0
0.05,0.02,1,cubic,dx,x3,-1.0083885027,-1
0.05,0.02,1,cubic,dx,x2y,-0.0168562032672,0
0.05,0.02,1,cubic,dx,xy2,-1.02671401176,-1
0.05,0.02,1,cubic,dx,y3,0.0150941031872,0
0.05,0.02,1,cubic,dy,1,0.00416116797022,0
0.05,0.02,1,cubic,dy,x,1.97646803197,2
0.05,0.02,1,cubic,dy,y,0.982343790001,1
0.05,0.02,1,cubic,dy,x2,-0.0050851527379,0
0.05,0.02,1,cubic,dy,xy,0.00696922391335,0
0.05,0.02,1,cubic,dy,y2,-0.00231327938725,0
0.05,0.02,1,cubic,dy,x3,0.0233570688021,0
0.05,0.02,1,cubic,dy,x2y,-0.995603487734,-1
0.05,0.02,1,cubic,dy,xy2,0.0114474444635,0
0.05,0.02,1,cubic,dy,y3,-0.975986114588,-1
0.05,0.02,1,affine,dx,1,0.00487635682319,0
0.05,0.02,1,affine,dx,x,0.0171650578176,1
0.05,0.02,1,affine,dx,y,-1.99826162187,-2
0.05,0.02,1,affine,dx,x2,0,0
0.05,0.02,1,affine,dx,xy,0,0
0.05,0.02,1,affine,dx,y2,0,0
0.05,0.02,1,affine,dx,x3,0,-1
0.05,0.02,1,affine,dx,x2y,0,0
0.05,0.02,1,affine,dx,xy2,0,-1
0.05,0.02,1,affine,dx,y3,0,0
0.05,0.02,1,affine,dy,1,0.0202181234176,0
0.05,0.02,1,affine,dy,x,1.999168092,2
0.05,0.02,1,affine,dy,y,0.0170205850245,1
0.05,0.02,1,affine,dy,x2,0,0
0.05,0.02,1,affine,dy,xy,0,0
0.05,0.02,1,affine,dy,y2,0,0
0.05,0.02,1,affine,dy,x3,0,0
0.05,0.02,1,affine,dy,x2y,0,-1
0.05,0.02,1,affine,dy,xy2,0,0
0.05,0.02,1,affine,dy,y3,0,-1
0.05,0.02,1,permuted,dx,1,0.00159811023276,0
0.05,0.02,1,permuted,dx,x,-0.217586166594,1
0.05,0.02,1,permuted,dx,y,0.0231063406489,-2
0.05,0.02,1,permuted,dx,x2,-0.0856034061912,0
0.05,0.02,1,permuted,dx,xy,-0.0555717666567,0
0.05,0.02,1,permuted,dx,y2,-0.113453915043,0
0.05,0.02,1,permuted,dx,x3,0.253133218822,-1
0.05,0.02,1,permuted,dx,x2y,0.00595225718436,0
0.05,0.02,1,permuted,dx,xy2,0.131311460955,-1
0.05,0.02,1,permuted,dx,y3,-0.0130642947943,0
0.05,0.02,1,permuted,dy,1,0.231635906096,0
0.05,0.02,1,permuted,dy,x,-0.200916083218,2
0.05,0.02,1,permuted,dy,y,0.152150210478,1
0.05,0.02,1,permuted,dy,x2,-0.232048062257,0
0.05,0.02,1,permuted,dy,xy,-0.0573934397337,0
0.05,0.02,1,permuted,dy,y2,-0.204386557928,0
0.05,0.02,1,permuted,dy,x3,0.261386123494,0
0.05,0.02,1,permuted,dy,x2y,-0.142013532902,-1
0.05,0.02,1,permuted,dy,xy2,0.0912367568008,0
0.05,0.02,1,permuted,dy,y3,-0.136014220341,-1
0.05,0.02,2,cubic,dx,1,0.00352153495064,0
0.05,0.02,2,cubic,dx,x,0.977298672653,1
0.05,0.02,2,cubic,dx,y,-2.00067987682,-2
0.05,0.02,2,cubic,dx,x2,-0.00751459549851,0
0.05,0.02,2,cubic,dx,xy,0.00978958346452,0
0.05,0.02,2,cubic,dx,y2,0.000187096746839,0
0.05,0.02,2,cubic,dx,x3,-0.979176315092,-1
0.05,0.02,2,cubic,dx,x2y,-0.00549410942073,0
0.05,0.02,2,cubic,dx,xy2,-0.982996789523,-1
0.05,0.02,2,cubic,dx,y3,0.00108484886577,0
0.05,0.02,2,cubic,dy,1,0.00455389767701,0
0.05,0.02,2,cubic,dy,x,1.97631902929,2
0.05,0.02,2,cubic,dy,y,0.971931829391,1
0.05,0.02,2,cubic,dy,x2,-0.00496481467396,0
0.05,0.02,2,cubic,dy,xy,0.015380202948,0
0.05,0.02,2,cubic,dy,y2,-0.00539451750297,0
0.05,0.02,2,cubic,dy,x3,0.021735696702,0
0.05,0.02,2,cubic,dy,x2y,-0.965736393105,-1
0.05,0.02,2,cubic,dy,xy2,0.0202301223153,0
0.05,0.02,2,cubic,dy,y3,-0.968427805956,-1
0.05,0.02,2,affine,dx,1,0.00511291790354,0
0.05,0.02,2,affine,dx,x,0.0158269624017,1
0.05,0.02,2,affine,dx,y,-1.99974528119,-2
0.05,0.02,2,affine,dx,x2,0,0
0.05,0.02,2,affine,dx,xy,0,0
0.05,0.02,2,affine,dx,y2,0,0
0.05,0.02,2,affine,dx,x3,0,-1
0.05,0.02,2,affine,dx,x2y,0,0
0.05,0.02,2,affine,dx,xy2,0,-1
0.05,0.02,2,affine,dx,y3,0,0
0.05,0.02,2,affine,dy,1,0.0181628213934,0
0.05,0.02,2,affine,dy,x,1.99881256143,2
0.05,0.02,2,affine,dy,y,0.0207162643356,1
0.05,0.02,2,affine,dy,x2,0,0
0.05,0.02,2,affine,dy,xy,0,0
0.05,0.02,2,affine,dy,y2,0,0
0.05,0.02,2,affine,dy,x3,0,0
0.05,0.02,2,affine,dy,x2y,0,-1
0.05,0.02,2,affine,dy,xy2,0,0
0.05,0.02,2,affine,dy,y3,0,-1
