dt,sigma,replicate,model,output,feature,coefficient,true_coefficient
0.05,0.05,0,permuted,dy,x,0.0537004796567,2
0.05,0.05,0,permuted,dy,y,-0.00927962449231,1
0.05,0.05,0,permuted,dy,x2,0.197581613442,0
0.05,0.05,0,permuted,dy,xy,0.110474495808,0
0.05,0.05,0,permuted,dy,y2,0.36413655404,0
0.05,0.05,0,permuted,dy,x3,-0.115722937506,0
0.05,0.05,0,permuted,dy,x2y,0.125713233654,-1
0.05,0.05,0,permuted,dy,xy2,0.179357828288,0
0.05,0.05,0,permuted,dy,y3,-0.0747889893452,-1
0.05,0.05,1,cubic,dx,1,-0.000215117174268,0
0.05,0.05,1,cubic,dx,x,1.01083631204,1
0.05,0.05,1,cubic,dx,y,-2.04040764889,-2
0.05,0.05,1,cubic,dx,x2,-0.00318594057593,0
0.05,0.05,1,cubic,dx,xy,-0.00963516790182,0
0.05,0.05,1,cubic,dx,y2,0.00454095314746,0
0.05,0.05,1,cubic,dx,x3,-0.994745450805,-1
0.05,0.05,1,cubic,dx,x2y,-0.0193178628622,0
0.05,0.05,1,cubic,dx,xy2,-1.03565580127,-1
0.05,0.05,1,cubic,dx,y3,0.0588648469151,0
0.05,0.05,1,cubic,dy,1,0.0116145008067,0
0.05,0.05,1,cubic,dy,x,1.9755547677,2
0.05,0.05,1,cubic,dy,y,0.942196156573,1
0.05,0.05,1,cubic,dy,x2,-0.0142555132724,0
0.05,0.05,1,cubic,dy,xy,0.0138475766501,0
0.05,0.05,1,cubic,dy,y2,-0.00657943417154,0
0.05,0.05,1,cubic,dy,x3,0.0213812890376,0
0.05,0.05,1,cubic,dy,x2y,-0.972739281478,-1
0.05,0.05,1,cubic,dy,xy2,-0.00414632768056,0
0.05,0.05,1,cubic,dy,y3,-0.923732713851,-1
0.05,0.05,1,affine,dx,1,0.00484164035261,0
0.05,0.05,1,affine,dx,x,0.0168972216343,1
0.05,0.05,1,affine,dx,y,-1.99642080119,-2
0.05,0.05,1,affine,dx,x2,0,0
0.05,0.05,1,affine,dx,xy,0,0
0.05,0.05,1,affine,dx,y2,0,0
0.05,0.05,1,affine,dx,x3,0,-1
0.05,0.05,1,affine,dx,x2y,0,0
0.05,0.05,1,affine,dx,xy2,0,-1
0.05,0.05,1,affine,dx,y3,0,0
0.05,0.05,1,affine,dy,1,0.0205226591273,0
0.05,0.05,1,affine,dy,x,1.99488209934,2
0.05,0.05,1,affine,dy,y,0.0197757827348,1
0.05,0.05,1,affine,dy,x2,0,0
0.05,0.05,1,affine,dy,xy,0,0
0.05,0.05,1,affine,dy,y2,0,0
0.05,0.05,1,affine,dy,x3,0,0
0.05,0.05,1,affine,dy,x2y,0,-1
0.05,0.05,1,affine,dy,xy2,0,0
0.05,0.05,1,affine,dy,y3,0,-1
0.05,0.05,1,permuted,dx,1,-0.0291526330856,0
0.05,0.05,1,permuted,dx,x,0.0514028792924,1
0.05,0.05,1,permuted,dx,y,0.0462840015966,-2
0.05,0.05,1,permuted,dx,x2,-0.129040288128,0
0.05,0.05,1,permuted,dx,xy,-0.0638924581923,0
0.05,0.05,1,permuted,dx,y2,-0.00104549574843,0
0.05,0.05,1,permuted,dx,x3,-0.0151774964872,-1
0.05,0.05,1,permuted,dx,x2y,0.146110508225,0
0.05,0.05,1,permuted,dx,xy2,0.111206165389,-1
0.05,0.05,1,permuted,dx,y3,-0.139473252305,0
0.05,0.05,1,permuted,dy,1,-0.0379605173974,0
0.05,0.05,1,permuted,dy,x,0.0150295288944,2
0.05,0.05,1,permuted,dy,y,0.179828504535,1
0.05,0.05,1,permuted,dy,x2,-0.00560573588007,0
0.05,0.05,1,permuted,dy,xy,-0.0386283488463,0
0.05,0.05,1,permuted,dy,y2,0.153619757304,0
0.05,0.05,1,permuted,dy,x3,0.0211448242785,0
0.05,0.05,1,permuted,dy,x2y,-0.171001929352,-1
0.05,0.05,1,permuted,dy,xy2,-0.134124871725,0
0.05,0.05,1,permuted,dy,y3,-0.239612661156,-1
0.05,0.05,2,cubic,dx,1,0.0117149671003,0
0.05,0.05,2,cubic,dx,x,0.922187832799,1
0.05,0.05,2,cubic,dx,y,-2.02401699026,-2
0.05,0.05,2,cubic,dx,x2,-0.0212058640788,0
0.05,0.05,2,cubic,dx,xy,0.0250463641341,0
0.05,0.05,2,cubic,dx,y2,-0.00223936074316,0
0.05,0.05,2,cubic,dx,x3,-0.923518512977,-1
0.05,0.05,2,cubic,dx,x2y,0.00844100574851,0
0.05,0.05,2,cubic,dx,xy2,-0.933768080852,-1
0.05,0.05,2,cubic,dx,y3,0.0265642894129,0
0.05,0.05,2,cubic,dy,1,0.00890243258074,0
0.05,0.05,2,cubic,dy,x,1.971963823,2
0.05,0.05,2,cubic,dy,y,0.908625580807,1
0.05,0.05,2,cubic,dy,x2,-0.00945768003046,0
0.05,0.05,2,cubic,dy,xy,0.0371604533309,0
0.05,0.05,2,cubic,dy,y2,-0.0106279307451,0
0.05,0.05,2,cubic,dy,x3,0.0208801523437,0
0.05,0.05,2,cubic,dy,x2y,-0.887590989348,-1
0.05,0.05,2,cubic,dy,xy2,0.0197408857586,0
0.05,0.05,2,cubic,dy,y3,-0.897624719586,-1
0.05,0.05,2,affine,dx,1,0.00543831579013,0
0.05,0.05,2,affine,dx,x,0.0135370316303,1
0.05,0.05,2,affine,dx,y,-2.00014714137,-2
0.05,0.05,2,affine,dx,x2,0,0
0.05,0.05,2,affine,dx,xy,0,0
0.05,0.05,2,affine,dx,y2,0,0
0.05,0.05,2,affine,dx,x3,0,-1
0.05,0.05,2,affine,dx,x2y,0,0
0.05,0.05,2,affine,dx,xy2,0,-1
0.05,0.05,2,affine,dx,y3,0,0
0.05,0.05,2,affine,dy,1,0.0153878577551,0
0.05,0.05,2,affine,dy,x,1.99395759307,2
0.05,0.05,2,affine,dy,y,0.0290366579734,1
0.05,0.05,2,affine,dy,x2,0,0
0.05,0.05,2,affine,dy,xy,0,0
0.05,0.05,2,affine,dy,y2,0,0
0.05,0.05,2,affine,dy,x3,0,0
0.05,0.05,2,affine,dy,x2y,0,-1
0.05,0.05,2,affine,dy,xy2,0,0
0.05,0.05,2,affine,dy,y3,0,-1
0.05,0.05,2,permuted,dx,1,-0.0973077770948,0
0.05,0.05,2,permuted,dx,x,0.160124924593,1
0.05,0.05,2,permuted,dx,y,0.0483349912466,-2
0.05,0.05,2,permuted,dx,x2,-0.0937528085689,0
0.05,0.05,2,permuted,dx,xy,0.0602322218258,0
0.05,0.05,2,permuted,dx,y2,0.103064132339,0
0.05,0.05,2,permuted,dx,x3,-0.148197398129,-1
0.05,0.05,2,permuted,dx,x2y,-0.0395786811896,0
0.05,0.05,2,permuted,dx,xy2,-0.264016379442,-1
0.05,0.05,2,permuted,dx,y3,-0.0765708156043,0
0.05,0.05,2,permuted,dy,1,-0.00953244595104,0
0.05,0.05,2,permuted,dy,x,-0.0370343290234,2
0.05,0.05,2,permuted,dy,y,0.158339492625,1
0.05,0.05,2,permuted,dy,x2,0.0549341778665,0
0.05,0.05,2,permuted,dy,xy,0.0159375034947,0
0.05,0.05,2,permuted,dy,y2,0.0367263547338,0
0.05,0.05,2,permuted,dy,x3,-0.0862967489469,0
0.05,0.05,2,permuted,dy,x2y,-0.277593758459,-1
0.05,0.05,2,permuted,dy,xy2,0.193075255446,0
0.05,0.05,2,permuted,dy,y3,-0.246172786824,-1
0.05,0.05,3,cubic,dx,1,0.0147443502016,0
0.05,0.05,3,cubic,dx,x,0.905836294333,1
0.05,0.05,3,cubic,dx,y,-2.03017526252,-2
0.05,0.05,3,cubic,dx,x2,-0.0164331146925,0
0.05,0.05,3,cubic,dx,xy,0.0377556058366,0
0.05,0.05,3,cubic,dx,y2,-0.0230581658205,0
0.05,0.05,3,cubic,dx,x3,-0.872962955743,-1
0.05,0.05,3,cubic,dx,x2y,0.0250839462382,0
0.05,0.05,3,cubic,dx,xy2,-0.966143019386,-1
0.05,0.05,3,cubic,dx,y3,0.0339337059991,0
0.05,0.05,3,cubic,dy,1,0.0187717651303,0
0.05,0.05,3,cubic,dy,x,2.02902941804,2
0.05,0.05,3,cubic,dy,y,0.89361228966,1
0.05,0.05,3,cubic,dy,x2,-0.0161617890849,0
0.05,0.05,3,cubic,dy,xy,-0.0138580264385,0
0.05,0.05,3,cubic,dy,y2,-0.0229836878157,0
0.05,0.05,3,cubic,dy,x3,-0.0211466811831,0
0.05,0.05,3,cubic,dy,x2y,-0.903188410715,-1
0.05,0.05,3,cubic,dy,xy2,-0.0564100805408,0
0.05,0.05,3,cubic,dy,y3,-0.887244794621,-1
0.05,0.05,3,affine,dx,1,0.000153908969473,0
0.05,0.05,3,affine,dx,x,0.0202047242898,1
0.05,0.05,3,affine,dx,y,-1.99791478192,-2
0.05,0.05,3,affine,dx,x2,0,0
0.05,0.05,3,affine,dx,xy,0,0
0.05,0.05,3,affine,dx,y2,0,0
0.05,0.05,3,affine,dx,x3,0,-1
0.05,0.05,3,affine,dx,x2y,0,0
0.05,0.05,3,affine,dx,xy2,0,-1
0.05,0.05,3,affine,dx,y3,0,0
0.05,0.05,3,affine,dy,1,0.0184225378945,0
0.05,0.05,3,affine,dy,x,1.99962506964,2
0.05,0.05,3,affine,dy,y,0.0138345995598,1
0.05,0.05,3,affine,dy,x2,0,0
0.05,0.05,3,affine,dy,xy,0,0
0.05,0.05,3,affine,dy,y2,0,0
0.05,0.05,3,affine,dy,x3,0,0
0.05,0.05,3,affine,dy,x2y,0,-1
0.05,0.05,3,affine,dy,xy2,0,0
0.05,0.05,3,affine,dy,y3,0,-1
0.05,0.05,3,permuted,dx,1,0.0139783438028,0
0.05,0.05,3,permuted,dx,x,-0.0453188021339,1
0.05,0.05,3,permuted,dx,y,-0.190350045807,-2
0.05,0.05,3,permuted,dx,x2,-0.0591939461545,0
0.05,0.05,3,permuted,dx,xy,-0.0541147179287,0
0.05,0.05,3,permuted,dx,y2,-0.165649391672,0
0.05,0.05,3,permuted,dx,x3,0.129455549333,-1
0.05,0.05,3,permuted,dx,x2y,0.184684576965,0
0.05,0.05,3,permuted,dx,xy2,-0.0033211451325,-1
0.05,0.05,3,permuted,dx,y3,0.210098291529,0
0.05,0.05,3,permuted,dy,1,-0.0390105778936,0
0.05,0.05,3,permuted,dy,x,-0.00975264850566,2
0.05,0.05,3,permuted,dy,y,0.430970463663,1
0.05,0.05,3,permuted,dy,x2,0.0474705298715,0
0.05,0.05,3,permuted,dy,xy,0.143235821372,0
0.05,0.05,3,permuted,dy,y2,0.0881855828698,0
0.05,0.05,3,permuted,dy,x3,-0.0287802265905,0
0.05,0.05,3,permuted,dy,x2y,-0.234134790219,-1
0.05,0.05,3,permuted,dy,xy2,-0.0287615543497,0
0.05,0.05,3,permuted,dy,y3,-0.424091335036,-1
0.05,0.05,4,cubic,dx,1,0.0117691394613,0
0.05,0.05,4,cubic,dx,x,0.957241771767,1
0.05,0.05,4,cubic,dx,y,-2.06791468466,-2
0.05,0.05,4,cubic,dx,x2,-0.0233087318695,0
0.05,0.05,4,cubic,dx,xy,0.0132304481533,0
0.05,0.05,4,cubic,dx,y2,-0.000431692994531,0
0.05,0.05,4,cubic,dx,x3,-0.944371464652,-1
0.05,0.05,4,cubic,dx,x2y,0.117567921429,0
0.05,0.05,4,cubic,dx,xy2,-0.971717817673,-1
0.05,0.05,4,cubic,dx,y3,0.0548265585138,0
0.05,0.05,4,cubic,dy,1,0.00135879099323,0
0.05,0.05,4,cubic,dy,x,2.03349638245,2
0.05,0.05,4,cubic,dy,y,0.944848030604,1
0.05,0.05,4,cubic,dy,x2,-0.00997682837999,0
0.05,0.05,4,cubic,dy,xy,0.0179794496969,0
0.05,0.05,4,cubic,dy,y2,0.00989853078244,0
0.05,0.05,4,cubic,dy,x3,-0.029926158983,0
0.05,0.05,4,cubic,dy,x2y,-0.919855008603,-1
0.05,0.05,4,cubic,dy,xy2,-0.0418829115896,0
0.05,0.05,4,cubic,dy,y3,-0.950224025028,-1
0.05,0.05,4,affine,dx,1,0.00459138985114,0
0.05,0.05,4,affine,dx,x,0.0221499332398,1
0.05,0.05,4,affine,dx,y,-1.99740512357,-2
0.05,0.05,4,affine,dx,x2,0,0
0.05,0.05,4,affine,dx,xy,0,0
0.05,0.05,4,affine,dx,y2,0,0
0.05,0.05,4,affine,dx,x3,0,-1
0.05,0.05,4,affine,dx,x2y,0,0
0.05,0.05,4,affine,dx,xy2,0,-1
0.05,0.05,4,affine,dx,y3,0,0
0.05,0.05,4,affine,dy,1,0.0201726222402,0
0.05,0.05,4,affine,dy,x,2.00124790926,2
0.05,0.05,4,affine,dy,y,0.0109480698156,1
0.05,0.05,4,affine,dy,x2,0,0
0.05,0.05,4,affine,dy,xy,0,0
0.05,0.05,4,affine,dy,y2,0,0
0.05,0.05,4,affine,dy,x3,0,0
0.05,0.05,4,affine,dy,x2y,0,-1
0.05,0.05,4,affine,dy,xy2,0,0
0.05,0.05,4,affine,dy,y3,0,-1
0.05,0.05,4,permuted,dx,1,-0.183415644358,0
0.05,0.05,4,permuted,dx,x,0.333962838446,1
0.05,0.05,4,permuted,dx,y,0.397013452461,-2
0.05,0.05,4,permuted,dx,x2,0.132484129378,0
0.05,0.05,4,permuted,dx,xy,-0.00752429336765,0
0.05,0.05,4,permuted,dx,y2,0.0434739317709,0
0.05,0.05,4,permuted,dx,x3,-0.237055038247,-1
0.05,0.05,4,permuted,dx,x2y,-0.368815519328,0
0.05,0.05,4,permuted,dx,xy2,-0.477020692255,-1
0.05,0.05,4,permuted,dx,y3,-0.354009433588,0
0.05,0.05,4,permuted,dy,1,0.138353984762,0
0.05,0.05,4,permuted,dy,x,-0.0237943613087,2
0.05,0.05,4,permuted,dy,y,0.105718977428,1
0.05,0.05,4,permuted,dy,x2,-0.110403465774,0
0.05,0.05,4,permuted,dy,xy,-0.0284922592482,0
0.05,0.05,4,permuted,dy,y2,-0.118379210675,0
0.05,0.05,4,permuted,dy,x3,0.0224048709008,0
0.05,0.05,4,permuted,dy,x2y,-0.0691891026783,-1
0.05,0.05,4,permuted,dy,xy2,-0.119507643507,0
0.05,0.05,4,permuted,dy,y3,-0.218813274486,-1
0.05,0.05,5,cubic,dx,1,0.0230377568875,0
0.05,0.05,5,cubic,dx,x,0.90197236732,1
0.05,0.05,5,cubic,dx,y,-2.07253681773,-2
0.05,0.05,5,cubic,dx,x2,-0.0317610347137,0
0.05,0.05,5,cubic,dx,xy,0.0145539574068,0
0.05,0.05,5,cubic,dx,y2,-0.0150790618845,0
0.05,0.05,5,cubic,dx,x3,-0.901819140855,-1
0.05,0.05,5,cubic,dx,x2y,0.0626946264562,0
0.05,0.05,5,cubic,dx,xy2,-0.879603155666,-1
0.05,0.05,5,cubic,dx,y3,0.0897272808161,0
0.05,0.05,5,cubic,dy,1,0.0193172658434,0
0.05,0.05,5,cubic,dy,x,2.02799498889,2
0.05,0.05,5,cubic,dy,y,0.945679877733,1
0.05,0.05,5,cubic,dy,x2,-0.0134996214177,0
0.05,0.05,5,cubic,dy,xy,-0.000533650890911,0
0.05,0.05,5,cubic,dy,y2,-0.0222557076231,0
0.05,0.05,5,cubic,dy,x3,-0.026490272167,0
0.05,0.05,5,cubic,dy,x2y,-0.957651128851,-1
0.05,0.05,5,cubic,dy,xy2,-0.0078437013964,0
0.05,0.05,5,cubic,dy,y3,-0.936046002209,-1
0.05,0.05,5,affine,dx,1,0.00408824535117,0
0.05,0.05,5,affine,dx,x,0.0250501917041,1
0.05,0.05,5,affine,dx,y,-1.98908834552,-2
0.05,0.05,5,affine,dx,x2,0,0
0.05,0.05,5,affine,dx,xy,0,0
0.05,0.05,5,affine,dx,y2,0,0
0.05,0.05,5,affine,dx,x3,0,-1
0.05,0.05,5,affine,dx,x2y,0,0
0.05,0.05,5,affine,dx,xy2,0,-1
0.05,0.05,5,affine,dx,y3,0,0
0.05,0.05,5,affine,dy,1,0.0217128662396,0
0.05,0.05,5,affine,dy,x,2.00744297392,2
0.05,0.05,5,affine,dy,y,0.0174092210466,1
0.05,0.05,5,affine,dy,x2,0,0
0.05,0.05,5,affine,dy,xy,0,0
0.05,0.05,5,affine,dy,y2,0,0
0.05,0.05,5,affine,dy,x3,0,0
0.05,0.05,5,affine,dy,x2y,0,-1
0.05,0.05,5,affine,dy,xy2,0,0
0.05,0.05,5,affine,dy,y3,0,-1
0.05,0.05,5,permuted,dx,1,-0.0354555183482,0
0.05,0.05,5,permuted,dx,x,-0.0201960141887,1
0.05,0.05,5,permuted,dx,y,-0.205825751304,-2
0.05,0.05,5,permuted,dx,x2,-0.0675438911648,0
0.05,0.05,5,permuted,dx,xy,0.0927813315794,0
0.05,0.05,5,permuted,dx,y2,-0.0434233961699,0
0.05,0.05,5,permuted,dx,x3,0.0829980828928,-1
0.05,0.05,5,permuted,dx,x2y,0.293599161619,0
0.05,0.05,5,permuted,dx,xy2,0.138352642374,-1
0.05,0.05,5,permuted,dx,y3,0.178354994716,0
0.05,0.05,5,permuted,dy,1,-0.098008249495,0
0.05,0.05,5,permuted,dy,x,-0.418408504027,2
0.05,0.05,5,permuted,dy,y,-0.00767924354398,1
0.05,0.05,5,permuted,dy,x2,0.117181928107,0
0.05,0.05,5,permuted,dy,xy,0.139330524395,0
0.05,0.05,5,permuted,dy,y2,0.167269169343,0
0.05,0.05,5,permuted,dy,x3,0.496986678376,0
0.05,0.05,5,permuted,dy,x2y,0.107114928124,-1
0.05,0.05,5,permuted,dy,xy2,0.387467750034,0
0.05,0.05,5,permuted,dy,y3,0.0425675522202,-1
0.05,0.05,6,cubic,dx,1,-0.0204988418276,0
0.05,0.05,6,cubic,dx,x,0.949485726505,1
0.05,0.05,6,cubic,dx,y,-2.00719590617,-2
0.05,0.05,6,cubic,dx,x2,0.0128440285003,0
0.05,0.05,6,cubic,dx,xy,0.0131850063225,0
0.05,0.05,6,cubic,dx,y2,0.0327264432248,0
0.05,0.05,6,cubic,dx,x3,-0.956117781259,-1
0.05,0.05,6,cubic,dx,x2y,-0.0553627155606,0
0.05,0.05,6,cubic,dx,xy2,-0.94084818158,-1
0.05,0.05,6,cubic,dx,y3,0.030732314527,0
0.05,0.05,6,cubic,dy,1,-0.021607300037,0
0.05,0.05,6,cubic,dy,x,2.05316732205,2
0.05,0.05,6,cubic,dy,y,0.996052981892,1
0.05,0.05,6,cubic,dy,x2,0.0135656420949,0
0.05,0.05,6,cubic,dy,xy,-0.00779761614805,0
0.05,0.05,6,cubic,dy,y2,0.0262636405945,0
0.05,0.05,6,cubic,dy,x3,-0.0736770450006,0
0.05,0.05,6,cubic,dy,x2y,-0.985310252997,-1
0.05,0.05,6,cubic,dy,xy2,0.0176552426989,0
0.05,0.05,6,cubic,dy,y3,-0.997111382267,-1
0.05,0.05,6,affine,dx,1,0.00653646864052,0
0.05,0.05,6,affine,dx,x,0.015517385032,1
0.05,0.05,6,affine,dx,y,-1.99661442034,-2
0.05,0.05,6,affine,dx,x2,0,0
0.05,0.05,6,affine,dx,xy,0,0
0.05,0.05,6,affine,dx,y2,0,0
0.05,0.05,6,affine,dx,x3,0,-1
0.05,0.05,6,affine,dx,x2y,0,0
0.05,0.05,6,affine,dx,xy2,0,-1
0.05,0.05,6,affine,dx,y3,0,0
0.05,0.05,6,affine,dy,1,0.0161289201939,0
0.05,0.05,6,affine,dy,x,2.00499705025,2
0.05,0.05,6,affine,dy,y,0.0172567848129,1
0.05,0.05,6,affine,dy,x2,0,0
0.05,0.05,6,affine,dy,xy,0,0
0.05,0.05,6,affine,dy,y2,0,0
0.05,0.05,6,affine,dy,x3,0,0
0.05,0.05,6,affine,dy,x2y,0,-1
0.05,0.05,6,affine,dy,xy2,0,0
0.05,0.05,6,affine,dy,y3,0,-1
0.05,0.05,6,permuted,dx,1,-0.134478251847,0
0.05,0.05,6,permuted,dx,x,0.304263449221,1
0.05,0.05,6,permuted,dx,y,-0.0806807418315,-2
0.05,0.05,6,permuted,dx,x2,0.0957392623966,0
0.05,0.05,6,permuted,dx,xy,0.0425875069856,0
0.05,0.05,6,permuted,dx,y2,0.00977921466681,0
0.05,0.05,6,permuted,dx,x3,-0.344539920004,-1
0.05,0.05,6,permuted,dx,x2y,-0.354286056804,0
0.05,0.05,6,permuted,dx,xy2,-0.145309280193,-1
0.05,0.05,6,permuted,dx,y3,0.0651142961965,0
0.05,0.05,6,permuted,dy,1,-0.0652070632868,0
0.05,0.05,6,permuted,dy,x,0.171350256209,2
0.05,0.05,6,permuted,dy,y,-0.308420713702,1
0.05,0.05,6,permuted,dy,x2,0.124560568512,0
0.05,0.05,6,permuted,dy,xy,-0.168416864809,0
0.05,0.05,6,permuted,dy,y2,0.0967485250036,0
0.05,0.05,6,permuted,dy,x3,-0.259597481412,0
0.05,0.05,6,permuted,dy,x2y,0.468233698517,-1
0.05,0.05,6,permuted,dy,xy2,-0.000843753276456,0
0.05,0.05,6,permuted,dy,y3,0.341568844744,-1
0.05,0.05,7,cubic,dx,1,-0.0098753777004,0
0.05,0.05,7,cubic,dx,x,1.04356494953,1
0.05,0.05,7,cubic,dx,y,-2.04471475978,-2
0.05,0.05,7,cubic,dx,x2,0.011342550265,0
0.05,0.05,7,cubic,dx,xy,-0.0164603418643,0
0.05,0.05,7,cubic,dx,y2,-0.00146837653699,0
0.05,0.05,7,cubic,dx,x3,-1.02699596114,-1
0.05,0.05,7,cubic,dx,x2y,0.0475964366482,0
0.05,0.05,7,cubic,dx,xy2,-1.06312857535,-1
0.05,0.05,7,cubic,dx,y3,0.0564040891981,0
0.05,0.05,7,cubic,dy,1,0.0088700667861,0
0.05,0.05,7,cubic,dy,x,2.0362685493,2
0.05,0.05,7,cubic,dy,y,0.942533543082,1
0.05,0.05,7,cubic,dy,x2,-0.0115773190491,0
0.05,0.05,7,cubic,dy,xy,-0.0156288253031,0
0.05,0.05,7,cubic,dy,y2,0.00849502531013,0
0.05,0.05,7,cubic,dy,x3,-0.0499185993918,0
0.05,0.05,7,cubic,dy,x2y,-0.920185392486,-1
0.05,0.05,7,cubic,dy,xy2,-0.0143293897182,0
0.05,0.05,7,cubic,dy,y3,-0.95981797646,-1
0.05,0.05,7,affine,dx,1,0.000598412414955,0
0.05,0.05,7,affine,dx,x,0.024545005885,1
0.05,0.05,7,affine,dx,y,-1.99296053057,-2
0.05,0.05,7,affine,dx,x2,0,0
0.05,0.05,7,affine,dx,xy,0,0
0.05,0.05,7,affine,dx,y2,0,0
0.05,0.05,7,affine,dx,x3,0,-1
0.05,0.05,7,affine,dx,x2y,0,0
0.05,0.05,7,affine,dx,xy2,0,-1
0.05,0.05,7,affine,dx,y3,0,0
0.05,0.05,7,affine,dy,1,0.0260202910354,0
0.05,0.05,7,affine,dy,x,1.99504386432,2
0.05,0.05,7,affine,dy,y,0.00163397142976,1
0.05,0.05,7,affine,dy,x2,0,0
0.05,0.05,7,affine,dy,xy,0,0
0.05,0.05,7,affine,dy,y2,0,0
0.05,0.05,7,affine,dy,x3,0,0
0.05,0.05,7,affine,dy,x2y,0,-1
0.05,0.05,7,affine,dy,xy2,0,0
0.05,0.05,7,affine,dy,y3,0,-1
0.05,0.05,7,permuted,dx,1,-0.169195438458,0
0.05,0.05,7,permuted,dx,x,0.000725575887075,1
0.05,0.05,7,permuted,dx,y,0.175269675985,-2
0.05,0.05,7,permuted,dx,x2,0.0545544012397,0
0.05,0.05,7,permuted,dx,xy,0.0154117296042,0
0.05,0.05,7,permuted,dx,y2,0.098209267864,0
0.05,0.05,7,permuted,dx,x3,-0.103177535578,-1
0.05,0.05,7,permuted,dx,x2y,-0.235673666512,0
0.05,0.05,7,permuted,dx,xy2,0.270978081235,-1
0.05,0.05,7,permuted,dx,y3,-0.089185882855,0
0.05,0.05,7,permuted,dy,1,0.021592034692,0
0.05,0.05,7,permuted,dy,x,-0.43921055753,2
0.05,0.05,7,permuted,dy,y,-0.312701415514,1
0.05,0.05,7,permuted,dy,x2,-0.0207828288903,0
0.05,0.05,7,permuted,dy,xy,0.0860013630742,0
0.05,0.05,7,permuted,dy,y2,0.0711192230541,0
0.05,0.05,7,permuted,dy,x3,0.345953815789,0
0.05,0.05,7,permuted,dy,x2y,0.26474793937,-1
0.05,0.05,7,permuted,dy,xy2,0.412520594502,0
0.05,0.05,7,permuted,dy,y3,0.28813275907,-1
0.05,0.05,8,cubic,dx,1,-0.00149270837208,0
0.05,0.05,8,cubic,dx,x,0.900191442297,1
0.05,0.05,8,cubic,dx,y,-2.03191675464,-2
0.05,0.05,8,cubic,dx,x2,-0.00583092485292,0
0.05,0.05,8,cubic,dx,xy,-0.0206586196131,0
0.05,0.05,8,cubic,dx,y2,0.0123232280042,0
0.05,0.05,8,cubic,dx,x3,-0.883635368773,-1
0.05,0.05,8,cubic,dx,x2y,0.0284718372151,0
0.05,0.05,8,cubic,dx,xy2,-0.955708224752,-1
0.05,0.05,8,cubic,dx,y3,0.0374607390227,0
0.05,0.05,8,cubic,dy,1,0.0214775259896,0
0.05,0.05,8,cubic,dy,x,2.03171995449,2
0.05,0.05,8,cubic,dy,y,0.960024625314,1
0.05,0.05,8,cubic,dy,x2,-0.0303941098645,0
0.05,0.05,8,cubic,dy,xy,0.0104372251392,0
0.05,0.05,8,cubic,dy,y2,-0.011668039614,0
0.05,0.05,8,cubic,dy,x3,-0.0222679836664,0
0.05,0.05,8,cubic,dy,x2y,-0.986886706013,-1
0.05,0.05,8,cubic,dy,xy2,-0.0356405287377,0
0.05,0.05,8,cubic,dy,y3,-0.942642099588,-1
0.05,0.05,8,affine,dx,1,0.00654195432184,0
0.05,0.05,8,affine,dx,x,0.0120295281249,1
0.05,0.05,8,affine,dx,y,-1.99761310778,-2
0.05,0.05,8,affine,dx,x2,0,0
0.05,0.05,8,affine,dx,xy,0,0
0.05,0.05,8,affine,dx,y2,0,0
0.05,0.05,8,affine,dx,x3,0,-1
0.05,0.05,8,affine,dx,x2y,0,0
0.05,0.05,8,affine,dx,xy2,0,-1
0.05,0.05,8,affine,dx,y3,0,0
0.05,0.05,8,affine,dy,1,0.0216497658274,0
0.05,0.05,8,affine,dy,x,2.0054789774,2
0.05,0.05,8,affine,dy,y,0.0216212362025,1
0.05,0.05,8,affine,dy,x2,0,0
0.05,0.05,8,affine,dy,xy,0,0
0.05,0.05,8,affine,dy,y2,0,0
0.05,0.05,8,affine,dy,x3,0,0
0.05,0.05,8,affine,dy,x2y,0,-1
0.05,0.05,8,affine,dy,xy2,0,0
0.05,0.05,8,affine,dy,y3,0,-1
0.05,0.05,8,permuted,dx,1,-0.0331829958361,0
0.05,0.05,8,permuted,dx,x,0.518763655096,1
0.05,0.05,8,permuted,dx,y,-0.154537940728,-2
0.05,0.05,8,permuted,dx,x2,-0.0368877030537,0
0.05,0.05,8,permuted,dx,xy,-0.083620669837,0
0.05,0.05,8,permuted,dx,y2,-0.0858511815275,0
0.05,0.05,8,permuted,dx,x3,-0.575667537108,-1
0.05,0.05,8,permuted,dx,x2y,0.198351108272,0
0.05,0.05,8,permuted,dx,xy2,-0.447350931019,-1
0.05,0.05,8,permuted,dx,y3,0.17401851001,0
0.05,0.05,8,permuted,dy,1,0.0620835642034,0
0.05,0.05,8,permuted,dy,x,0.0127021746134,2
0.05,0.05,8,permuted,dy,y,-0.0484814513868,1
0.05,0.05,8,permuted,dy,x2,-0.1078868497,0
0.05,0.05,8,permuted,dy,xy,0.0638632209369,0
0.05,0.05,8,permuted,dy,y2,0.0411815918046,0
0.05,0.05,8,permuted,dy,x3,-0.0296510307098,0
0.05,0.05,8,permuted,dy,x2y,-0.216436750356,-1
0.05,0.05,8,permuted,dy,xy2,-0.203227117824,0
0.05,0.05,8,permuted,dy,y3,0.172572862782,-1
0.05,0.05,9,cubic,dx,1,0.025018754854,0
0.05,0.05,9,cubic,dx,x,0.950999610494,1
