dt,sigma,replicate,split,model,unit,metric,value
0.1,0.05,5,test,smoother,traj_010,state_rmse,0.052112241862
0.1,0.05,5,test,smoother,traj_011,state_rmse,0.050448614356
0.1,0.05,5,test,smoother,traj_012,state_rmse,0.0485564348777
0.1,0.05,5,test,smoother,traj_013,state_rmse,0.0516282473547
0.1,0.05,5,test,smoother,traj_014,state_rmse,0.0533807214356
0.1,0.05,5,test,smoother,traj_015,state_rmse,0.0540472294017
0.1,0.05,5,test,smoother,traj_016,state_rmse,0.0505847570963
0.1,0.05,5,test,smoother,traj_017,state_rmse,0.0518777830737
0.1,0.05,5,test,smoother,traj_018,state_rmse,0.0447810711344
0.1,0.05,5,test,smoother,traj_019,state_rmse,0.0479561878212
0.1,0.05,5,test,smoother,traj_020,state_rmse,0.0543539831543
0.1,0.05,5,test,smoother,traj_021,state_rmse,0.0472840754905
0.1,0.05,5,test,smoother,traj_022,state_rmse,0.0463030288596
0.1,0.05,5,test,smoother,traj_023,state_rmse,0.0494101235186
0.1,0.05,5,test,smoother,traj_024,state_rmse,0.0499782614994
0.1,0.05,5,test,smoother,traj_025,state_rmse,0.0524557337597
0.1,0.05,5,test,smoother,traj_026,state_rmse,0.0448450875513
0.1,0.05,5,test,smoother,traj_027,state_rmse,0.0466067703538
0.1,0.05,5,test,smoother,traj_028,state_rmse,0.048633247168
0.1,0.05,5,test,smoother,traj_029,state_rmse,0.0510725706181
0.1,0.05,5,test,smoother,traj_030,state_rmse,0.0530112778875
0.1,0.05,5,test,smoother,traj_031,state_rmse,0.0476878918951
0.1,0.05,5,test,smoother,traj_032,state_rmse,0.0519352296402
0.1,0.05,5,test,smoother,traj_033,state_rmse,0.0465523104116
0.1,0.05,5,test,smoother,traj_034,state_rmse,0.0479680013124
0.1,0.05,5,test,smoother,traj_035,state_rmse,0.043007869282
0.1,0.05,5,test,smoother,traj_036,state_rmse,0.0548537751937
0.1,0.05,5,test,smoother,traj_037,state_rmse,0.0491325657913
0.1,0.05,5,test,smoother,traj_038,state_rmse,0.0504763834729
0.1,0.05,5,test,smoother,traj_039,state_rmse,0.0524511919519
0.1,0.05,5,test,cubic,traj_000,one_step_rmse,0.00333703982296
0.1,0.05,5,test,cubic,traj_000,oracle_rollout_rmse,0.0340589646418
0.1,0.05,5,test,cubic,traj_000,observed_rollout_rmse,0.0338082160547
0.1,0.05,5,test,cubic,traj_000,oracle_radial_rmse,0.012097018137
0.1,0.05,5,test,cubic,traj_000,observed_radial_rmse,0.0114569814935
0.1,0.05,5,test,cubic,traj_000,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_000,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_000,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_000,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_000,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_000,rollout_failure,0
0.1,0.05,5,test,cubic,traj_001,one_step_rmse,0.00316264242599
0.1,0.05,5,test,cubic,traj_001,oracle_rollout_rmse,0.0338405275734
0.1,0.05,5,test,cubic,traj_001,observed_rollout_rmse,0.0197373428712
0.1,0.05,5,test,cubic,traj_001,oracle_radial_rmse,0.0119361591826
0.1,0.05,5,test,cubic,traj_001,observed_radial_rmse,0.0132485361858
0.1,0.05,5,test,cubic,traj_001,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_001,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_001,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_001,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_001,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_001,rollout_failure,0
0.1,0.05,5,test,cubic,traj_002,one_step_rmse,0.00281315382047
0.1,0.05,5,test,cubic,traj_002,oracle_rollout_rmse,0.0201999325016
0.1,0.05,5,test,cubic,traj_002,observed_rollout_rmse,0.0916922732216
0.1,0.05,5,test,cubic,traj_002,oracle_radial_rmse,0.0101178443064
0.1,0.05,5,test,cubic,traj_002,observed_radial_rmse,0.0122985045647
0.1,0.05,5,test,cubic,traj_002,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_002,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_002,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_002,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_002,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_002,rollout_failure,0
0.1,0.05,5,test,cubic,traj_003,one_step_rmse,0.00294330781429
0.1,0.05,5,test,cubic,traj_003,oracle_rollout_rmse,0.0471023818111
0.1,0.05,5,test,cubic,traj_003,observed_rollout_rmse,0.0685210936966
0.1,0.05,5,test,cubic,traj_003,oracle_radial_rmse,0.0112589249551
0.1,0.05,5,test,cubic,traj_003,observed_radial_rmse,0.0202785971143
0.1,0.05,5,test,cubic,traj_003,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_003,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_003,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_003,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_003,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_003,rollout_failure,0
0.1,0.05,5,test,cubic,traj_004,one_step_rmse,0.00297498474018
0.1,0.05,5,test,cubic,traj_004,oracle_rollout_rmse,0.0371169676355
0.1,0.05,5,test,cubic,traj_004,observed_rollout_rmse,0.0669553203582
0.1,0.05,5,test,cubic,traj_004,oracle_radial_rmse,0.0111925436669
0.1,0.05,5,test,cubic,traj_004,observed_radial_rmse,0.0128928509955
0.1,0.05,5,test,cubic,traj_004,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_004,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_004,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_004,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_004,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_004,rollout_failure,0
0.1,0.05,5,test,cubic,traj_005,one_step_rmse,0.00289031413481
0.1,0.05,5,test,cubic,traj_005,oracle_rollout_rmse,0.0312558200556
0.1,0.05,5,test,cubic,traj_005,observed_rollout_rmse,0.0426950098905
0.1,0.05,5,test,cubic,traj_005,oracle_radial_rmse,0.00998436300378
0.1,0.05,5,test,cubic,traj_005,observed_radial_rmse,0.0120276589798
0.1,0.05,5,test,cubic,traj_005,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_005,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_005,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_005,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_005,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_005,rollout_failure,0
0.1,0.05,5,test,cubic,traj_006,one_step_rmse,0.00310991762123
0.1,0.05,5,test,cubic,traj_006,oracle_rollout_rmse,0.0343851306328
0.1,0.05,5,test,cubic,traj_006,observed_rollout_rmse,0.0946892363176
0.1,0.05,5,test,cubic,traj_006,oracle_radial_rmse,0.01148519311
0.1,0.05,5,test,cubic,traj_006,observed_radial_rmse,0.024266575444
0.1,0.05,5,test,cubic,traj_006,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_006,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_006,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_006,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_006,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_006,rollout_failure,0
0.1,0.05,5,test,cubic,traj_007,one_step_rmse,0.00258433596397
0.1,0.05,5,test,cubic,traj_007,oracle_rollout_rmse,0.0148210576469
0.1,0.05,5,test,cubic,traj_007,observed_rollout_rmse,0.0296491917187
0.1,0.05,5,test,cubic,traj_007,oracle_radial_rmse,0.00946514870487
0.1,0.05,5,test,cubic,traj_007,observed_radial_rmse,0.0208992697261
0.1,0.05,5,test,cubic,traj_007,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_007,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_007,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_007,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_007,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_007,rollout_failure,0
0.1,0.05,5,test,cubic,traj_008,one_step_rmse,0.00279865102588
0.1,0.05,5,test,cubic,traj_008,oracle_rollout_rmse,0.034145000747
0.1,0.05,5,test,cubic,traj_008,observed_rollout_rmse,0.0810860679384
0.1,0.05,5,test,cubic,traj_008,oracle_radial_rmse,0.0100885831319
0.1,0.05,5,test,cubic,traj_008,observed_radial_rmse,0.0108360915036
0.1,0.05,5,test,cubic,traj_008,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_008,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_008,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_008,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_008,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_008,rollout_failure,0
0.1,0.05,5,test,cubic,traj_009,one_step_rmse,0.00334214322924
0.1,0.05,5,test,cubic,traj_009,oracle_rollout_rmse,0.0326959145169
0.1,0.05,5,test,cubic,traj_009,observed_rollout_rmse,0.0273911691383
0.1,0.05,5,test,cubic,traj_009,oracle_radial_rmse,0.0125282589426
0.1,0.05,5,test,cubic,traj_009,observed_radial_rmse,0.0178140533313
0.1,0.05,5,test,cubic,traj_009,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_009,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_009,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_009,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_009,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_009,rollout_failure,0
0.1,0.05,5,test,cubic,traj_010,one_step_rmse,0.003267869993
0.1,0.05,5,test,cubic,traj_010,oracle_rollout_rmse,0.0312136411094
0.1,0.05,5,test,cubic,traj_010,observed_rollout_rmse,0.027677213835
0.1,0.05,5,test,cubic,traj_010,oracle_radial_rmse,0.0122769382694
0.1,0.05,5,test,cubic,traj_010,observed_radial_rmse,0.0113352014242
0.1,0.05,5,test,cubic,traj_010,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_010,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_010,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_010,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_010,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_010,rollout_failure,0
0.1,0.05,5,test,cubic,traj_011,one_step_rmse,0.0025231886073
0.1,0.05,5,test,cubic,traj_011,oracle_rollout_rmse,0.0129744640236
0.1,0.05,5,test,cubic,traj_011,observed_rollout_rmse,0.0254764325859
0.1,0.05,5,test,cubic,traj_011,oracle_radial_rmse,0.0090654527207
0.1,0.05,5,test,cubic,traj_011,observed_radial_rmse,0.0181787160859
0.1,0.05,5,test,cubic,traj_011,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_011,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_011,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_011,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_011,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_011,rollout_failure,0
0.1,0.05,5,test,cubic,traj_012,one_step_rmse,0.00297725789585
0.1,0.05,5,test,cubic,traj_012,oracle_rollout_rmse,0.0328619774898
0.1,0.05,5,test,cubic,traj_012,observed_rollout_rmse,0.0453864325734
0.1,0.05,5,test,cubic,traj_012,oracle_radial_rmse,0.0109586563321
0.1,0.05,5,test,cubic,traj_012,observed_radial_rmse,0.0120664087793
0.1,0.05,5,test,cubic,traj_012,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_012,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_012,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_012,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_012,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_012,rollout_failure,0
0.1,0.05,5,test,cubic,traj_013,one_step_rmse,0.00270199353413
0.1,0.05,5,test,cubic,traj_013,oracle_rollout_rmse,0.0160028039627
0.1,0.05,5,test,cubic,traj_013,observed_rollout_rmse,0.0498608607946
0.1,0.05,5,test,cubic,traj_013,oracle_radial_rmse,0.00917636016422
0.1,0.05,5,test,cubic,traj_013,observed_radial_rmse,0.0202875018726
0.1,0.05,5,test,cubic,traj_013,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_013,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_013,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_013,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_013,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_013,rollout_failure,0
0.1,0.05,5,test,cubic,traj_014,one_step_rmse,0.00339305010372
0.1,0.05,5,test,cubic,traj_014,oracle_rollout_rmse,0.0370254222881
0.1,0.05,5,test,cubic,traj_014,observed_rollout_rmse,0.0244090106657
0.1,0.05,5,test,cubic,traj_014,oracle_radial_rmse,0.0127420152289
0.1,0.05,5,test,cubic,traj_014,observed_radial_rmse,0.0184429634036
0.1,0.05,5,test,cubic,traj_014,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_014,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_014,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_014,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_014,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_014,rollout_failure,0
0.1,0.05,5,test,cubic,traj_015,one_step_rmse,0.00302332432078
0.1,0.05,5,test,cubic,traj_015,oracle_rollout_rmse,0.0440231472814
0.1,0.05,5,test,cubic,traj_015,observed_rollout_rmse,0.0264273226955
0.1,0.05,5,test,cubic,traj_015,oracle_radial_rmse,0.0111320882229
0.1,0.05,5,test,cubic,traj_015,observed_radial_rmse,0.0121723598018
0.1,0.05,5,test,cubic,traj_015,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_015,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_015,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_015,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_015,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_015,rollout_failure,0
0.1,0.05,5,test,cubic,traj_016,one_step_rmse,0.00322207238848
0.1,0.05,5,test,cubic,traj_016,oracle_rollout_rmse,0.0335831190181
0.1,0.05,5,test,cubic,traj_016,observed_rollout_rmse,0.0532726188
0.1,0.05,5,test,cubic,traj_016,oracle_radial_rmse,0.01223385312
0.1,0.05,5,test,cubic,traj_016,observed_radial_rmse,0.0117440680017
0.1,0.05,5,test,cubic,traj_016,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_016,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_016,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_016,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_016,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_016,rollout_failure,0
0.1,0.05,5,test,cubic,traj_017,one_step_rmse,0.00288689018457
0.1,0.05,5,test,cubic,traj_017,oracle_rollout_rmse,0.0317876266753
0.1,0.05,5,test,cubic,traj_017,observed_rollout_rmse,0.0298714559742
0.1,0.05,5,test,cubic,traj_017,oracle_radial_rmse,0.0111597842816
0.1,0.05,5,test,cubic,traj_017,observed_radial_rmse,0.0141268132982
0.1,0.05,5,test,cubic,traj_017,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_017,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_017,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_017,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_017,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_017,rollout_failure,0
0.1,0.05,5,test,cubic,traj_018,one_step_rmse,0.00267805925959
0.1,0.05,5,test,cubic,traj_018,oracle_rollout_rmse,0.0141574732325
0.1,0.05,5,test,cubic,traj_018,observed_rollout_rmse,0.0581297159777
0.1,0.05,5,test,cubic,traj_018,oracle_radial_rmse,0.0091115286121
0.1,0.05,5,test,cubic,traj_018,observed_radial_rmse,0.0122668720704
0.1,0.05,5,test,cubic,traj_018,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_018,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_018,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_018,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_018,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_018,rollout_failure,0
0.1,0.05,5,test,cubic,traj_019,one_step_rmse,0.00308773234216
0.1,0.05,5,test,cubic,traj_019,oracle_rollout_rmse,0.0478365806316
0.1,0.05,5,test,cubic,traj_019,observed_rollout_rmse,0.03454999134
0.1,0.05,5,test,cubic,traj_019,oracle_radial_rmse,0.0123702309294
0.1,0.05,5,test,cubic,traj_019,observed_radial_rmse,0.0120802477131
0.1,0.05,5,test,cubic,traj_019,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_019,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_019,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_019,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_019,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_019,rollout_failure,0
0.1,0.05,5,test,cubic,traj_020,one_step_rmse,0.00313030196171
0.1,0.05,5,test,cubic,traj_020,oracle_rollout_rmse,0.0347425380702
0.1,0.05,5,test,cubic,traj_020,observed_rollout_rmse,0.0957280412074
0.1,0.05,5,test,cubic,traj_020,oracle_radial_rmse,0.0115219636872
0.1,0.05,5,test,cubic,traj_020,observed_radial_rmse,0.0108419760454
0.1,0.05,5,test,cubic,traj_020,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_020,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_020,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_020,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_020,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_020,rollout_failure,0
0.1,0.05,5,test,cubic,traj_021,one_step_rmse,0.00291836434825
0.1,0.05,5,test,cubic,traj_021,oracle_rollout_rmse,0.024955424536
0.1,0.05,5,test,cubic,traj_021,observed_rollout_rmse,0.0695056586752
0.1,0.05,5,test,cubic,traj_021,oracle_radial_rmse,0.009909385953
0.1,0.05,5,test,cubic,traj_021,observed_radial_rmse,0.0105752856826
0.1,0.05,5,test,cubic,traj_021,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_021,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_021,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_021,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_021,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_021,rollout_failure,0
0.1,0.05,5,test,cubic,traj_022,one_step_rmse,0.00349235689829
0.1,0.05,5,test,cubic,traj_022,oracle_rollout_rmse,0.041091740367
0.1,0.05,5,test,cubic,traj_022,observed_rollout_rmse,0.031460492372
0.1,0.05,5,test,cubic,traj_022,oracle_radial_rmse,0.0127783034507
0.1,0.05,5,test,cubic,traj_022,observed_radial_rmse,0.0167802254168
0.1,0.05,5,test,cubic,traj_022,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_022,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_022,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_022,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_022,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_022,rollout_failure,0
0.1,0.05,5,test,cubic,traj_023,one_step_rmse,0.00281150092019
0.1,0.05,5,test,cubic,traj_023,oracle_rollout_rmse,0.037230566628
0.1,0.05,5,test,cubic,traj_023,observed_rollout_rmse,0.0495640535832
0.1,0.05,5,test,cubic,traj_023,oracle_radial_rmse,0.0106264146266
0.1,0.05,5,test,cubic,traj_023,observed_radial_rmse,0.0111272922876
0.1,0.05,5,test,cubic,traj_023,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_023,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_023,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_023,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_023,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_023,rollout_failure,0
0.1,0.05,5,test,cubic,traj_024,one_step_rmse,0.00285219434497
0.1,0.05,5,test,cubic,traj_024,oracle_rollout_rmse,0.0223196420175
0.1,0.05,5,test,cubic,traj_024,observed_rollout_rmse,0.0517319408453
0.1,0.05,5,test,cubic,traj_024,oracle_radial_rmse,0.0096556884664
0.1,0.05,5,test,cubic,traj_024,observed_radial_rmse,0.00939124043396
0.1,0.05,5,test,cubic,traj_024,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_024,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_024,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_024,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_024,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_024,rollout_failure,0
0.1,0.05,5,test,cubic,traj_025,one_step_rmse,0.00353127547823
0.1,0.05,5,test,cubic,traj_025,oracle_rollout_rmse,0.0365621637491
0.1,0.05,5,test,cubic,traj_025,observed_rollout_rmse,0.051600943234
0.1,0.05,5,test,cubic,traj_025,oracle_radial_rmse,0.0127801996578
0.1,0.05,5,test,cubic,traj_025,observed_radial_rmse,0.0120237989998
0.1,0.05,5,test,cubic,traj_025,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_025,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_025,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_025,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_025,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_025,rollout_failure,0
0.1,0.05,5,test,cubic,traj_026,one_step_rmse,0.00332552710179
0.1,0.05,5,test,cubic,traj_026,oracle_rollout_rmse,0.0384141662142
0.1,0.05,5,test,cubic,traj_026,observed_rollout_rmse,0.0578586677031
0.1,0.05,5,test,cubic,traj_026,oracle_radial_rmse,0.0118586543511
0.1,0.05,5,test,cubic,traj_026,observed_radial_rmse,0.011977499631
0.1,0.05,5,test,cubic,traj_026,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_026,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_026,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_026,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_026,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_026,rollout_failure,0
0.1,0.05,5,test,cubic,traj_027,one_step_rmse,0.00269370789186
0.1,0.05,5,test,cubic,traj_027,oracle_rollout_rmse,0.0166956746562
0.1,0.05,5,test,cubic,traj_027,observed_rollout_rmse,0.04149799984
0.1,0.05,5,test,cubic,traj_027,oracle_radial_rmse,0.00914594182797
0.1,0.05,5,test,cubic,traj_027,observed_radial_rmse,0.010092521316
0.1,0.05,5,test,cubic,traj_027,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_027,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_027,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_027,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_027,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_027,rollout_failure,0
0.1,0.05,5,test,cubic,traj_028,one_step_rmse,0.00249048056489
0.1,0.05,5,test,cubic,traj_028,oracle_rollout_rmse,0.0128585780327
0.1,0.05,5,test,cubic,traj_028,observed_rollout_rmse,0.0320433048146
0.1,0.05,5,test,cubic,traj_028,oracle_radial_rmse,0.00892520782239
0.1,0.05,5,test,cubic,traj_028,observed_radial_rmse,0.0107102968729
0.1,0.05,5,test,cubic,traj_028,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_028,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_028,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_028,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_028,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_028,rollout_failure,0
0.1,0.05,5,test,cubic,traj_029,one_step_rmse,0.0027617362632
0.1,0.05,5,test,cubic,traj_029,oracle_rollout_rmse,0.0377679115208
0.1,0.05,5,test,cubic,traj_029,observed_rollout_rmse,0.0910888010317
0.1,0.05,5,test,cubic,traj_029,oracle_radial_rmse,0.0103943368934
0.1,0.05,5,test,cubic,traj_029,observed_radial_rmse,0.0157489941986
0.1,0.05,5,test,cubic,traj_029,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_029,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_029,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_029,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_029,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_029,rollout_failure,0
0.1,0.05,5,test,cubic,traj_030,one_step_rmse,0.00281499447516
0.1,0.05,5,test,cubic,traj_030,oracle_rollout_rmse,0.0159753983067
0.1,0.05,5,test,cubic,traj_030,observed_rollout_rmse,0.128278280018
0.1,0.05,5,test,cubic,traj_030,oracle_radial_rmse,0.00962690534546
0.1,0.05,5,test,cubic,traj_030,observed_radial_rmse,0.0111376832207
0.1,0.05,5,test,cubic,traj_030,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_030,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_030,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_030,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_030,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_030,rollout_failure,0
0.1,0.05,5,test,cubic,traj_031,one_step_rmse,0.00295090763166
0.1,0.05,5,test,cubic,traj_031,oracle_rollout_rmse,0.0472439227594
0.1,0.05,5,test,cubic,traj_031,observed_rollout_rmse,0.0277039915028
0.1,0.05,5,test,cubic,traj_031,oracle_radial_rmse,0.0112575959502
0.1,0.05,5,test,cubic,traj_031,observed_radial_rmse,0.0148611287178
0.1,0.05,5,test,cubic,traj_031,one_step_failure_rate,0
0.1,0.05,5,test,cubic,traj_031,oracle_rollout_failure,0
0.1,0.05,5,test,cubic,traj_031,observed_rollout_failure,0
0.1,0.05,5,test,cubic,traj_031,oracle_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_031,observed_pre_failure_horizon,7.7
0.1,0.05,5,test,cubic,traj_031,rollout_failure,0
