split,condition,method,marginal,target,metric,value
population,balanced,generating_truth,time,noiseless_population_marginal,marginal_variance_fraction,0.19185741967632716
population,balanced,generating_truth,stimulus_time,noiseless_population_marginal,marginal_variance_fraction,0.42690351817491268
population,balanced,generating_truth,decision_time,noiseless_population_marginal,marginal_variance_fraction,0.3051759143188213
population,balanced,generating_truth,interaction_time,noiseless_population_marginal,marginal_variance_fraction,0.076063147829938949
train,balanced,condition_means,time,empirical_marginal,marginal_variance_fraction,0.19116656174133423
train,balanced,condition_means,time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.073726682885438211
train,balanced,condition_means,stimulus_time,empirical_marginal,marginal_variance_fraction,0.42093213413143704
train,balanced,condition_means,stimulus_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.033710885502527349
train,balanced,condition_means,decision_time,empirical_marginal,marginal_variance_fraction,0.30302013933293798
train,balanced,condition_means,decision_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.047396438887732942
train,balanced,condition_means,interaction_time,empirical_marginal,marginal_variance_fraction,0.08488116479429067
train,balanced,condition_means,interaction_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.18772318978054559
validation,balanced,condition_means,time,empirical_marginal,marginal_variance_fraction,0.1906475075113914
validation,balanced,condition_means,time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.15085456918705109
validation,balanced,condition_means,stimulus_time,empirical_marginal,marginal_variance_fraction,0.40769470773791022
validation,balanced,condition_means,stimulus_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.061967889427311011
validation,balanced,condition_means,decision_time,empirical_marginal,marginal_variance_fraction,0.31072804841634988
validation,balanced,condition_means,decision_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.084843073742142505
validation,balanced,condition_means,interaction_time,empirical_marginal,marginal_variance_fraction,0.090929736334348504
validation,balanced,condition_means,interaction_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.33356551550917735
test,balanced,condition_means,time,empirical_marginal,marginal_variance_fraction,0.19835097434791366
test,balanced,condition_means,time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.091422341067667529
test,balanced,condition_means,stimulus_time,empirical_marginal,marginal_variance_fraction,0.40689565126713007
test,balanced,condition_means,stimulus_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.047015121126884357
test,balanced,condition_means,decision_time,empirical_marginal,marginal_variance_fraction,0.30627101414653018
test,balanced,condition_means,decision_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.070495694070977721
test,balanced,condition_means,interaction_time,empirical_marginal,marginal_variance_fraction,0.088482360238426025
test,balanced,condition_means,interaction_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.23859675794689972
test,balanced,condition_mean_baseline,time,heldout_empirical_marginal,normalized_mse,0.16041776135577962
test,balanced,condition_mean_baseline,stimulus_time,heldout_empirical_marginal,normalized_mse,1
test,balanced,condition_mean_baseline,decision_time,heldout_empirical_marginal,normalized_mse,1
test,balanced,condition_mean_baseline,interaction_time,heldout_empirical_marginal,normalized_mse,1
test,balanced,condition_mean_baseline,all,heldout_condition_means,combined_reconstruction_normalized_mse,0.83346804491971638
test,balanced,global_pca,time,heldout_empirical_marginal,normalized_mse,0.059593200039793112
test,balanced,global_pca,stimulus_time,heldout_empirical_marginal,normalized_mse,0.030332747744075295
test,balanced,global_pca,decision_time,heldout_empirical_marginal,normalized_mse,0.048587351640761521
test,balanced,global_pca,interaction_time,heldout_empirical_marginal,normalized_mse,0.13132759841377065
test,balanced,global_pca,all,heldout_condition_means,combined_reconstruction_normalized_mse,0.0506637057742549
test,balanced,separate_marginal_pca,time,heldout_empirical_marginal,normalized_mse,0.081292273365057108
train,balanced,separate_marginal_pca,time,true_marginal_direction,principal_angle_degrees,3.0510849976957224
test,balanced,separate_marginal_pca,stimulus_time,heldout_empirical_marginal,normalized_mse,0.042078005193187579
train,balanced,separate_marginal_pca,stimulus_time,true_marginal_direction,principal_angle_degrees,1.9225160294355093
test,balanced,separate_marginal_pca,decision_time,heldout_empirical_marginal,normalized_mse,0.062596611156041385
train,balanced,separate_marginal_pca,decision_time,true_marginal_direction,principal_angle_degrees,1.9488779455258987
test,balanced,separate_marginal_pca,interaction_time,heldout_empirical_marginal,normalized_mse,0.17487644529735852
train,balanced,separate_marginal_pca,interaction_time,true_marginal_direction,principal_angle_degrees,3.3100035062033095
test,balanced,separate_marginal_pca,all,heldout_condition_means,combined_reconstruction_normalized_mse,0.067890767166932847
test,balanced,regularized_dpca,time,heldout_empirical_marginal,normalized_mse,0.1130168741045125
train,balanced,regularized_dpca,time,true_marginal_direction,principal_angle_degrees,3.1073781658427455
test,balanced,regularized_dpca,stimulus_time,heldout_empirical_marginal,normalized_mse,0.054198844091423781
train,balanced,regularized_dpca,stimulus_time,true_marginal_direction,principal_angle_degrees,1.9132102410803795
test,balanced,regularized_dpca,decision_time,heldout_empirical_marginal,normalized_mse,0.082377474130533757
train,balanced,regularized_dpca,decision_time,true_marginal_direction,principal_angle_degrees,1.9650282746870593
test,balanced,regularized_dpca,interaction_time,heldout_empirical_marginal,normalized_mse,0.2454063358208515
train,balanced,regularized_dpca,interaction_time,true_marginal_direction,principal_angle_degrees,3.4305662060405666
test,balanced,regularized_dpca,all,heldout_condition_means,combined_reconstruction_normalized_mse,0.05570776871402542
train,balanced,global_pca,all,span_of_all_true_marginal_directions,principal_subspace_angle_max_degrees,3.9189634005063225
test,balanced,separate_marginal_pca,time,true_time_input,raw_map_output_energy,16.428512999592918
test,balanced,separate_marginal_pca,time,true_time_input,decoder_score_energy,16.428512999592915
test,balanced,separate_marginal_pca,time,true_stimulus_time_input,raw_map_output_energy,1.8525710016237333
test,balanced,separate_marginal_pca,time,true_stimulus_time_input,decoder_score_energy,1.8525710016237342
test,balanced,separate_marginal_pca,time,true_decision_time_input,raw_map_output_energy,0.3905174898280056
test,balanced,separate_marginal_pca,time,true_decision_time_input,decoder_score_energy,0.3905174898280056
test,balanced,separate_marginal_pca,time,true_interaction_time_input,raw_map_output_energy,0.59017290351537155
test,balanced,separate_marginal_pca,time,true_interaction_time_input,decoder_score_energy,0.59017290351537155
test,balanced,separate_marginal_pca,time,true_time_input,normalized_confusion_fraction,0.85290755997187417
test,balanced,separate_marginal_pca,time,true_stimulus_time_input,normalized_confusion_fraction,0.096178626313209351
test,balanced,separate_marginal_pca,time,true_decision_time_input,normalized_confusion_fraction,0.020274221981246794
test,balanced,separate_marginal_pca,time,true_interaction_time_input,normalized_confusion_fraction,0.030639591733669671
test,balanced,separate_marginal_pca,time,true_marginal_inputs,assigned_marginal_fraction,0.85290755997187417
test,balanced,separate_marginal_pca,time,true_marginal_inputs,demixing_index,0.85290755997187417
test,balanced,separate_marginal_pca,stimulus_time,true_time_input,raw_map_output_energy,0.72996963680278659
test,balanced,separate_marginal_pca,stimulus_time,true_time_input,decoder_score_energy,0.72996963680278726
test,balanced,separate_marginal_pca,stimulus_time,true_stimulus_time_input,raw_map_output_energy,36.61781719798762
test,balanced,separate_marginal_pca,stimulus_time,true_stimulus_time_input,decoder_score_energy,36.617817197987641
test,balanced,separate_marginal_pca,stimulus_time,true_decision_time_input,raw_map_output_energy,0.49677570098179646
test,balanced,separate_marginal_pca,stimulus_time,true_decision_time_input,decoder_score_energy,0.49677570098179669
test,balanced,separate_marginal_pca,stimulus_time,true_interaction_time_input,raw_map_output_energy,0.019748747007382578
test,balanced,separate_marginal_pca,stimulus_time,true_interaction_time_input,decoder_score_energy,0.019748747007382581
test,balanced,separate_marginal_pca,stimulus_time,true_time_input,normalized_confusion_fraction,0.019278566335227957
test,balanced,separate_marginal_pca,stimulus_time,true_stimulus_time_input,normalized_confusion_fraction,0.96707997471595741
test,balanced,separate_marginal_pca,stimulus_time,true_decision_time_input,normalized_confusion_fraction,0.013119892694515389
test,balanced,separate_marginal_pca,stimulus_time,true_interaction_time_input,normalized_confusion_fraction,0.00052156625429931338
test,balanced,separate_marginal_pca,stimulus_time,true_marginal_inputs,assigned_marginal_fraction,0.96707997471595741
test,balanced,separate_marginal_pca,stimulus_time,true_marginal_inputs,demixing_index,0.96707997471595741
test,balanced,separate_marginal_pca,decision_time,true_time_input,raw_map_output_energy,0.20254302580251524
test,balanced,separate_marginal_pca,decision_time,true_time_input,decoder_score_energy,0.20254302580251518
test,balanced,separate_marginal_pca,decision_time,true_stimulus_time_input,raw_map_output_energy,0.662329380018995
test,balanced,separate_marginal_pca,decision_time,true_stimulus_time_input,decoder_score_energy,0.66232938001899488
test,balanced,separate_marginal_pca,decision_time,true_decision_time_input,raw_map_output_energy,26.175770007975238
test,balanced,separate_marginal_pca,decision_time,true_decision_time_input,decoder_score_energy,26.175770007975238
test,balanced,separate_marginal_pca,decision_time,true_interaction_time_input,raw_map_output_energy,0.28808651632241222
test,balanced,separate_marginal_pca,decision_time,true_interaction_time_input,decoder_score_energy,0.28808651632241222
test,balanced,separate_marginal_pca,decision_time,true_time_input,normalized_confusion_fraction,0.0074113591715307073
test,balanced,separate_marginal_pca,decision_time,true_stimulus_time_input,normalized_confusion_fraction,0.024235645269584334
test,balanced,separate_marginal_pca,decision_time,true_decision_time_input,normalized_confusion_fraction,0.95781146920180249
test,balanced,separate_marginal_pca,decision_time,true_interaction_time_input,normalized_confusion_fraction,0.010541526357082429
test,balanced,separate_marginal_pca,decision_time,true_marginal_inputs,assigned_marginal_fraction,0.95781146920180249
test,balanced,separate_marginal_pca,decision_time,true_marginal_inputs,demixing_index,0.95781146920180249
test,balanced,separate_marginal_pca,interaction_time,true_time_input,raw_map_output_energy,1.5577669144220181
test,balanced,separate_marginal_pca,interaction_time,true_time_input,decoder_score_energy,1.5577669144220179
test,balanced,separate_marginal_pca,interaction_time,true_stimulus_time_input,raw_map_output_energy,0.12266892121927288
test,balanced,separate_marginal_pca,interaction_time,true_stimulus_time_input,decoder_score_energy,0.12266892121927282
test,balanced,separate_marginal_pca,interaction_time,true_decision_time_input,raw_map_output_energy,1.0473554827551153
test,balanced,separate_marginal_pca,interaction_time,true_decision_time_input,decoder_score_energy,1.047355482755115
test,balanced,separate_marginal_pca,interaction_time,true_interaction_time_input,raw_map_output_energy,6.5099227997893534
test,balanced,separate_marginal_pca,interaction_time,true_interaction_time_input,decoder_score_energy,6.5099227997893525
test,balanced,separate_marginal_pca,interaction_time,true_time_input,normalized_confusion_fraction,0.16863121054540228
test,balanced,separate_marginal_pca,interaction_time,true_stimulus_time_input,normalized_confusion_fraction,0.013279142399284859
test,balanced,separate_marginal_pca,interaction_time,true_decision_time_input,normalized_confusion_fraction,0.11337820908456632
test,balanced,separate_marginal_pca,interaction_time,true_interaction_time_input,normalized_confusion_fraction,0.70471143797074642
test,balanced,separate_marginal_pca,interaction_time,true_marginal_inputs,assigned_marginal_fraction,0.70471143797074642
test,balanced,separate_marginal_pca,interaction_time,true_marginal_inputs,demixing_index,0.70471143797074642
test,balanced,regularized_dpca,time,true_time_input,raw_map_output_energy,13.781197398832578
test,balanced,regularized_dpca,time,true_time_input,decoder_score_energy,13.781197398832575
test,balanced,regularized_dpca,time,true_stimulus_time_input,raw_map_output_energy,0.0068250690840397921
test,balanced,regularized_dpca,time,true_stimulus_time_input,decoder_score_energy,0.0068250690840397929
test,balanced,regularized_dpca,time,true_decision_time_input,raw_map_output_energy,0.0072471189037744028
test,balanced,regularized_dpca,time,true_decision_time_input,decoder_score_energy,0.0072471189037743942
test,balanced,regularized_dpca,time,true_interaction_time_input,raw_map_output_energy,0.029546576124836434
test,balanced,regularized_dpca,time,true_interaction_time_input,decoder_score_energy,0.029546576124836441
test,balanced,regularized_dpca,time,true_time_input,normalized_confusion_fraction,0.99684489373323004
test,balanced,regularized_dpca,time,true_stimulus_time_input,normalized_confusion_fraction,0.00049368244782401394
test,balanced,regularized_dpca,time,true_decision_time_input,normalized_confusion_fraction,0.00052421086966775849
test,balanced,regularized_dpca,time,true_interaction_time_input,normalized_confusion_fraction,0.0021372129492781516
test,balanced,regularized_dpca,time,true_marginal_inputs,assigned_marginal_fraction,0.99684489373323004
test,balanced,regularized_dpca,time,true_marginal_inputs,demixing_index,0.99684489373323004
test,balanced,regularized_dpca,stimulus_time,true_time_input,raw_map_output_energy,0.00060721291727128756
test,balanced,regularized_dpca,stimulus_time,true_time_input,decoder_score_energy,0.00060721291727128767
test,balanced,regularized_dpca,stimulus_time,true_stimulus_time_input,raw_map_output_energy,34.124884129574177
test,balanced,regularized_dpca,stimulus_time,true_stimulus_time_input,decoder_score_energy,34.12488412957417
test,balanced,regularized_dpca,stimulus_time,true_decision_time_input,raw_map_output_energy,0.00036895836223829677
test,balanced,regularized_dpca,stimulus_time,true_decision_time_input,decoder_score_energy,0.00036895836223829634
test,balanced,regularized_dpca,stimulus_time,true_interaction_time_input,raw_map_output_energy,8.4143239867244852e-05
test,balanced,regularized_dpca,stimulus_time,true_interaction_time_input,decoder_score_energy,8.4143239867245624e-05
test,balanced,regularized_dpca,stimulus_time,true_time_input,normalized_confusion_fraction,1.7793292674025396e-05
test,balanced,regularized_dpca,stimulus_time,true_stimulus_time_input,normalized_confusion_fraction,0.99996892937216386
test,balanced,regularized_dpca,stimulus_time,true_decision_time_input,normalized_confusion_fraction,1.0811667435101721e-05
test,balanced,regularized_dpca,stimulus_time,true_interaction_time_input,normalized_confusion_fraction,2.4656677269428125e-06
test,balanced,regularized_dpca,stimulus_time,true_marginal_inputs,assigned_marginal_fraction,0.99996892937216386
test,balanced,regularized_dpca,stimulus_time,true_marginal_inputs,demixing_index,0.99996892937216386
test,balanced,regularized_dpca,decision_time,true_time_input,raw_map_output_energy,0.001278656219061793
test,balanced,regularized_dpca,decision_time,true_time_input,decoder_score_energy,0.00127865621906179
test,balanced,regularized_dpca,decision_time,true_stimulus_time_input,raw_map_output_energy,0.002520789348031181
test,balanced,regularized_dpca,decision_time,true_stimulus_time_input,decoder_score_energy,0.0025207893480311792
test,balanced,regularized_dpca,decision_time,true_decision_time_input,raw_map_output_energy,23.509376055417498
test,balanced,regularized_dpca,decision_time,true_decision_time_input,decoder_score_energy,23.509376055417484
test,balanced,regularized_dpca,decision_time,true_interaction_time_input,raw_map_output_energy,0.027997357195249879
test,balanced,regularized_dpca,decision_time,true_interaction_time_input,decoder_score_energy,0.027997357195249869
test,balanced,regularized_dpca,decision_time,true_time_input,normalized_confusion_fraction,5.4315739779188568e-05
test,balanced,regularized_dpca,decision_time,true_stimulus_time_input,normalized_confusion_fraction,0.0001070800237191786
test,balanced,regularized_dpca,decision_time,true_decision_time_input,normalized_confusion_fraction,0.99864931101972287
test,balanced,regularized_dpca,decision_time,true_interaction_time_input,normalized_confusion_fraction,0.0011892932167787745
test,balanced,regularized_dpca,decision_time,true_marginal_inputs,assigned_marginal_fraction,0.99864931101972287
test,balanced,regularized_dpca,decision_time,true_marginal_inputs,demixing_index,0.99864931101972287
test,balanced,regularized_dpca,interaction_time,true_time_input,raw_map_output_energy,0.020631330491060938
test,balanced,regularized_dpca,interaction_time,true_time_input,decoder_score_energy,0.020631330491060924
test,balanced,regularized_dpca,interaction_time,true_stimulus_time_input,raw_map_output_energy,0.0008387864898129749
test,balanced,regularized_dpca,interaction_time,true_stimulus_time_input,decoder_score_energy,0.00083878648981297588
test,balanced,regularized_dpca,interaction_time,true_decision_time_input,raw_map_output_energy,0.0054723295493010549
test,balanced,regularized_dpca,interaction_time,true_decision_time_input,decoder_score_energy,0.005472329549301054
test,balanced,regularized_dpca,interaction_time,true_interaction_time_input,raw_map_output_energy,4.1864935455262131
test,balanced,regularized_dpca,interaction_time,true_interaction_time_input,decoder_score_energy,4.1864935455262096
test,balanced,regularized_dpca,interaction_time,true_time_input,normalized_confusion_fraction,0.0048965572349876181
test,balanced,regularized_dpca,interaction_time,true_stimulus_time_input,normalized_confusion_fraction,0.00019907422146541286
test,balanced,regularized_dpca,interaction_time,true_decision_time_input,normalized_confusion_fraction,0.0012987807479734035
test,balanced,regularized_dpca,interaction_time,true_interaction_time_input,normalized_confusion_fraction,0.99360558779557362
test,balanced,regularized_dpca,interaction_time,true_marginal_inputs,assigned_marginal_fraction,0.99360558779557362
test,balanced,regularized_dpca,interaction_time,true_marginal_inputs,demixing_index,0.99360558779557362
validation,balanced,regularized_dpca,all,lambda_selection,validation_mean_normalized_mse_lambda_0.0001,0.16617316471063642
validation,balanced,regularized_dpca,all,lambda_selection,validation_mean_normalized_mse_lambda_0.01,0.16587509238013884
validation,balanced,regularized_dpca,all,lambda_selection,validation_mean_normalized_mse_lambda_1,0.16380318993508453
validation,balanced,regularized_dpca,all,lambda_selection,validation_mean_normalized_mse_lambda_100,0.72874550421427542
validation,balanced,regularized_dpca,all,lambda_selection,selected_lambda,1
test,balanced,trial_level_ridge_classifier,stimulus,heldout_trial_labels,accuracy,1
validation,balanced,trial_level_ridge_classifier,stimulus,regularization_selection,selected_lambda,0.001
test,balanced,trial_level_ridge_classifier,decision,heldout_trial_labels,accuracy,1
validation,balanced,trial_level_ridge_classifier,decision,regularization_selection,selected_lambda,0.001
train,balanced,cell_design_diagnostic,all,trial_cell_structure,minimum_cell_count,40
train,balanced,cell_design_diagnostic,all,trial_cell_structure,maximum_cell_count,40
train,balanced,cell_design_diagnostic,all,trial_cell_structure,effect_design_rank,4
train,balanced,cell_design_diagnostic,all,trial_cell_structure,balanced_indicator,1
validation,balanced,cell_design_diagnostic,all,trial_cell_structure,minimum_cell_count,20
validation,balanced,cell_design_diagnostic,all,trial_cell_structure,maximum_cell_count,20
validation,balanced,cell_design_diagnostic,all,trial_cell_structure,effect_design_rank,4
validation,balanced,cell_design_diagnostic,all,trial_cell_structure,balanced_indicator,1
test,balanced,cell_design_diagnostic,all,trial_cell_structure,minimum_cell_count,30
test,balanced,cell_design_diagnostic,all,trial_cell_structure,maximum_cell_count,30
test,balanced,cell_design_diagnostic,all,trial_cell_structure,effect_design_rank,4
test,balanced,cell_design_diagnostic,all,trial_cell_structure,balanced_indicator,1
population,nearly_collinear,generating_truth,time,noiseless_population_marginal,marginal_variance_fraction,0.19185741967632713
population,nearly_collinear,generating_truth,stimulus_time,noiseless_population_marginal,marginal_variance_fraction,0.42690351817491262
population,nearly_collinear,generating_truth,decision_time,noiseless_population_marginal,marginal_variance_fraction,0.3051759143188213
population,nearly_collinear,generating_truth,interaction_time,noiseless_population_marginal,marginal_variance_fraction,0.076063147829938935
train,nearly_collinear,condition_means,time,empirical_marginal,marginal_variance_fraction,0.19052166235220197
train,nearly_collinear,condition_means,time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.062275920457094763
train,nearly_collinear,condition_means,stimulus_time,empirical_marginal,marginal_variance_fraction,0.41224777688361902
train,nearly_collinear,condition_means,stimulus_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.033111021468410072
train,nearly_collinear,condition_means,decision_time,empirical_marginal,marginal_variance_fraction,0.3156807222474885
train,nearly_collinear,condition_means,decision_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.051373447296799962
train,nearly_collinear,condition_means,interaction_time,empirical_marginal,marginal_variance_fraction,0.081549838516690495
train,nearly_collinear,condition_means,interaction_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.20593167104549148
validation,nearly_collinear,condition_means,time,empirical_marginal,marginal_variance_fraction,0.19285686115728601
validation,nearly_collinear,condition_means,time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.12578230619837386
validation,nearly_collinear,condition_means,stimulus_time,empirical_marginal,marginal_variance_fraction,0.40886918639982933
validation,nearly_collinear,condition_means,stimulus_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.067401697410093928
validation,nearly_collinear,condition_means,decision_time,empirical_marginal,marginal_variance_fraction,0.29913611189894029
validation,nearly_collinear,condition_means,decision_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.089939661360400144
validation,nearly_collinear,condition_means,interaction_time,empirical_marginal,marginal_variance_fraction,0.099137840543944394
validation,nearly_collinear,condition_means,interaction_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.39568605550966218
test,nearly_collinear,condition_means,time,empirical_marginal,marginal_variance_fraction,0.19328066070852049
test,nearly_collinear,condition_means,time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.09635344560243897
test,nearly_collinear,condition_means,stimulus_time,empirical_marginal,marginal_variance_fraction,0.42532705030046825
test,nearly_collinear,condition_means,stimulus_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.046683970442438508
test,nearly_collinear,condition_means,decision_time,empirical_marginal,marginal_variance_fraction,0.29355808284913498
test,nearly_collinear,condition_means,decision_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.059722590991770019
test,nearly_collinear,condition_means,interaction_time,empirical_marginal,marginal_variance_fraction,0.087834206141876314
test,nearly_collinear,condition_means,interaction_time,noiseless_true_marginal,empirical_vs_truth_normalized_mse,0.24609244224988994
test,nearly_collinear,condition_mean_baseline,time,heldout_empirical_marginal,normalized_mse,0.16054717353661932
test,nearly_collinear,condition_mean_baseline,stimulus_time,heldout_empirical_marginal,normalized_mse,1
test,nearly_collinear,condition_mean_baseline,decision_time,heldout_empirical_marginal,normalized_mse,1
test,nearly_collinear,condition_mean_baseline,interaction_time,heldout_empirical_marginal,normalized_mse,1
test,nearly_collinear,condition_mean_baseline,all,heldout_condition_means,combined_reconstruction_normalized_mse,0.83775000306752267
test,nearly_collinear,global_pca,time,heldout_empirical_marginal,normalized_mse,0.057819526357776513
test,nearly_collinear,global_pca,stimulus_time,heldout_empirical_marginal,normalized_mse,0.02895674052446268
test,nearly_collinear,global_pca,decision_time,heldout_empirical_marginal,normalized_mse,0.036569794923546575
test,nearly_collinear,global_pca,interaction_time,heldout_empirical_marginal,normalized_mse,0.13442982992314909
test,nearly_collinear,global_pca,all,heldout_condition_means,combined_reconstruction_normalized_mse,0.046034377570900106
test,nearly_collinear,separate_marginal_pca,time,heldout_empirical_marginal,normalized_mse,0.086866982843937401
train,nearly_collinear,separate_marginal_pca,time,true_marginal_direction,principal_angle_degrees,3.6013357517889273
test,nearly_collinear,separate_marginal_pca,stimulus_time,heldout_empirical_marginal,normalized_mse,0.040868800253889878
train,nearly_collinear,separate_marginal_pca,stimulus_time,true_marginal_direction,principal_angle_degrees,1.461244920319998
test,nearly_collinear,separate_marginal_pca,decision_time,heldout_empirical_marginal,normalized_mse,0.055791314907656916
train,nearly_collinear,separate_marginal_pca,decision_time,true_marginal_direction,principal_angle_degrees,1.7386190790858382
test,nearly_collinear,separate_marginal_pca,interaction_time,heldout_empirical_marginal,normalized_mse,0.18715194266540575
train,nearly_collinear,separate_marginal_pca,interaction_time,true_marginal_direction,principal_angle_degrees,5.4734680665063484
test,nearly_collinear,separate_marginal_pca,all,heldout_condition_means,combined_reconstruction_normalized_mse,0.06698864785498794
test,nearly_collinear,regularized_dpca,time,heldout_empirical_marginal,normalized_mse,0.11675051837986528
train,nearly_collinear,regularized_dpca,time,true_marginal_direction,principal_angle_degrees,3.6175636238476816
test,nearly_collinear,regularized_dpca,stimulus_time,heldout_empirical_marginal,normalized_mse,0.42858889775704179
train,nearly_collinear,regularized_dpca,stimulus_time,true_marginal_direction,principal_angle_degrees,1.4994761504630554
test,nearly_collinear,regularized_dpca,decision_time,heldout_empirical_marginal,normalized_mse,0.61866778151628388
train,nearly_collinear,regularized_dpca,decision_time,true_marginal_direction,principal_angle_degrees,1.7537208384924796
test,nearly_collinear,regularized_dpca,interaction_time,heldout_empirical_marginal,normalized_mse,0.2582361906152818
train,nearly_collinear,regularized_dpca,interaction_time,true_marginal_direction,principal_angle_degrees,5.4521571240457698
test,nearly_collinear,regularized_dpca,all,heldout_condition_means,combined_reconstruction_normalized_mse,0.057468341787917397
train,nearly_collinear,global_pca,all,span_of_all_true_marginal_directions,principal_subspace_angle_max_degrees,73.79088679929238
test,nearly_collinear,separate_marginal_pca,time,true_time_input,raw_map_output_energy,16.410183838733488
test,nearly_collinear,separate_marginal_pca,time,true_time_input,decoder_score_energy,16.410183838733492
test,nearly_collinear,separate_marginal_pca,time,true_stimulus_time_input,raw_map_output_energy,1.4119072153287653
test,nearly_collinear,separate_marginal_pca,time,true_stimulus_time_input,decoder_score_energy,1.4119072153287655
test,nearly_collinear,separate_marginal_pca,time,true_decision_time_input,raw_map_output_energy,0.93379868182444392
test,nearly_collinear,separate_marginal_pca,time,true_decision_time_input,decoder_score_energy,0.93379868182444403
test,nearly_collinear,separate_marginal_pca,time,true_interaction_time_input,raw_map_output_energy,0.6554600029501737
test,nearly_collinear,separate_marginal_pca,time,true_interaction_time_input,decoder_score_energy,0.6554600029501737
test,nearly_collinear,separate_marginal_pca,time,true_time_input,normalized_confusion_fraction,0.84539117884734927
test,nearly_collinear,separate_marginal_pca,time,true_stimulus_time_input,normalized_confusion_fraction,0.072736169010644322
test,nearly_collinear,separate_marginal_pca,time,true_decision_time_input,normalized_confusion_fraction,0.048105808941052916
test,nearly_collinear,separate_marginal_pca,time,true_interaction_time_input,normalized_confusion_fraction,0.033766843200953467
test,nearly_collinear,separate_marginal_pca,time,true_marginal_inputs,assigned_marginal_fraction,0.84539117884734927
test,nearly_collinear,separate_marginal_pca,time,true_marginal_inputs,demixing_index,0.84539117884734927
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_time_input,raw_map_output_energy,0.84685926515528642
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_time_input,decoder_score_energy,0.84685926515528631
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_stimulus_time_input,raw_map_output_energy,36.63523667036317
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_stimulus_time_input,decoder_score_energy,36.63523667036317
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_decision_time_input,raw_map_output_energy,26.070656179984653
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_decision_time_input,decoder_score_energy,26.070656179984653
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_interaction_time_input,raw_map_output_energy,0.02752753336335036
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_interaction_time_input,decoder_score_energy,0.027527533363350364
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_time_input,normalized_confusion_fraction,0.013319527215548896
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_stimulus_time_input,normalized_confusion_fraction,0.57620439659416189
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_decision_time_input,normalized_confusion_fraction,0.41004311909234348
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_interaction_time_input,normalized_confusion_fraction,0.00043295709794571711
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_marginal_inputs,assigned_marginal_fraction,0.57620439659416189
test,nearly_collinear,separate_marginal_pca,stimulus_time,true_marginal_inputs,demixing_index,0.57620439659416189
test,nearly_collinear,separate_marginal_pca,decision_time,true_time_input,raw_map_output_energy,0.80530019984681678
test,nearly_collinear,separate_marginal_pca,decision_time,true_time_input,decoder_score_energy,0.80530019984681644
test,nearly_collinear,separate_marginal_pca,decision_time,true_stimulus_time_input,raw_map_output_energy,36.483528006409486
test,nearly_collinear,separate_marginal_pca,decision_time,true_stimulus_time_input,decoder_score_energy,36.483528006409465
test,nearly_collinear,separate_marginal_pca,decision_time,true_decision_time_input,raw_map_output_energy,26.181955039730369
test,nearly_collinear,separate_marginal_pca,decision_time,true_decision_time_input,decoder_score_energy,26.181955039730358
test,nearly_collinear,separate_marginal_pca,decision_time,true_interaction_time_input,raw_map_output_energy,0.04023645380467572
test,nearly_collinear,separate_marginal_pca,decision_time,true_interaction_time_input,decoder_score_energy,0.04023645380467572
test,nearly_collinear,separate_marginal_pca,decision_time,true_time_input,normalized_confusion_fraction,0.012679692495150765
